Dumbledore," You alright, Alastor?",
Moody," I'm sorry, Albus.",
Harry, If that's Moody then who's–,
Snape, Polyjuice Potion.,
Dumbledore," Now we know who's been stealing it from your store, Severus.",
Dumbledore, Barty Crouch Jr.,
Barty Crouch Jr., I'll show you mine if you show me yours. [He reveals the Death-Eater symbol on his wrist],
Dumbledore," Your arm, Harry. [shows the scar on Harry's wrist – where Wormtail took his blood to revive Voldemort –is shown]",
Barty Crouch Jr.," You know what this means, don't you? He's back. Lord Voldemort has returned.",
Dumbledore, [to Snape] Send an owl to Azkaban. I think they'll find they're missing a prisoner.,
Barty Crouch Jr., [smugly] I'll be welcomed back like a hero!,
Dumbledore," Perhaps. Personally, I've never had much time for heroes.",
Ron, Do you think we'll ever just have a quiet year at Hogwarts?,
Harry and Hermione, No!,
Ron," Yeah, I didn't think so. Oh well, what's life without a few dragons?",
Hermione," Everything's going to change now, isn't it?",
Harry, Yes.,
Hermione," Promise you'll write this summer, both of you.",
Ron," Oh, I won't. You know I won't.",
Hermione," Harry will, won't you?",
Harry," Yeah, every week.",
Harry,"[Addressing Dumbledore's Army] Working hard is important. But there is something that matters even more, believing in yourself. Think of it this way; every great wizard in history has started out as nothing more than what we are now: students. If they can do it, why not us?",
Harry,"[after Dumbledore announced Umbridge the new Defense Against the Dark Arts teacher, whispering to Hermione] She was at my hearing. She works for Fudge.",
Rubeus Hagrid," It’s changin’ out there. There’s a storm comin’, ‘arry... just like last time. And we'd all best be ready when she does.",
Sybill Trelawney," [goes into a trance, makes a prediction] The one with the power to vanquish the Dark Lord approaches... and the Dark Lord shall mark him as his equal but he shall have power the Dark Lord knows not... For neither can live while the other s-survives.",
Kingsley Shacklebolt," You may not like him, Minister, but you can't deny", Dumbledore's got style.
Harry, Where are we going? The letter said I had been expelled from Hogwarts.,
Moody," Well, you haven't been. Not yet. [to Shacklebolt] Kingsley, you take point.",
Harry, But the letter said--,
Kingsley, [interrupting Harry] Dumbledore has persuaded the Minister to suspend your expulsion pending a formal hearing.,
Harry, A hearing?,
Kingsley, Uh-huh.,
Tonks," Don't worry, Harry. we'll explain everything when we get back to headquarters.",
Moody," Sshh! Not here, Nymphadora!",
Tonks, [her hair turns red and then back to her original color] Don't call me Nymphadora!,
Moody, Stay in formation everyone. Don't break ranks if one of us is killed!,
Sirius," If anyone has a right to know, it's Harry. If it wasn't for him, we wouldn't even know Voldemort was back. He's not a child, Molly!",
Molly," He's not an adult either. He's not James, Sirius.",
Sirius, He's not your son.,
Molly, He's as good as. Who else has he got?,
Harry," Hey, Ginny.",
Sirius, He's got me!,
Snape," How touching and paternal, Black. Perhaps Potter will grow up to be a felon, just like his godfather.",
Sirius," Now you stay out of this, Snivellus.",
Harry, Snape's part of the Order?,
Ron, Git.,
Sirius, I don't care what Dumbledore says about your supposed reformation. I know better.,
Snape, Why don't you tell him? Or are you afraid he won't take serious the word of a man hiding in his mother's house?,
Ron," Hermione, I hate your cat.",
Hermione, Bad Crookshanks!,
Arthur," This is very, very peculiar. It seems that your hearing at the Minstry is to be before the entire Wizengamot.",
Harry," I don't understand, what's the Ministry of Magic got against me?",
Moody, Show him. He'll find out soon enough.,
Sirius," He's been attacking Dumbledore as well. Fudge is using all his power, including his influence at the Daily Prophet, to smear anyone who claims the Dark Lord has returned.",
Harry, Why?,
Lupin, The Minister thinks Dumbledore's after his job.,
Harry, But that's insane. No one in their right mind could believe that Dumbledore--,
Lupin," Exactly the point. Fudge isn't in his right mind. It's been twisted and warped by fear. Now, fear makes people do terrible things, Harry. The last time Voldemort gained power, he almost destroyed everything we hold most dear. Now he's returned and I'm afraid the Minister will do almost anything to avoid facing that terrifying truth.",
Sirius," We think Voldemort wants to build up his army again. [everyone turns to face Sirius] Fourteen years ago he had huge numbers at his command, not only witches and wizards but all sorts of dark creatures. He's been recruiting heavily and we've been attempting to do the same. But gathering followers isn't the only thing he's interested in. [Moody lets out a loud cough] We believe Voldemort may be after something else--",
Moody, Sirius--,
Sirius, Something he didn't have last time.,
Harry," You mean, a weapon?",
Molly, No! That's enough! He's just a boy! You tell him much more and you might as well induct him in the Order straight away!,
Harry," Good! I want to join! If Voldemort's raising an army, then I want to fight!",
Dumbledore," Witness for the defense, Albus Percival Wulfric... Brian... Dumbledore.",
Fudge," You, you got our message that the time and place of the hearing had been changed, did you?",
Dumbledore," I must have missed it. But by a happy mistake, I arrived at the Ministry three hours early. [Pause] The charges?",
Fudge," The charges against the accused are as follows; that he did knowingly and in full awareness of the illegality of his actions, produced a Patronus charm in the presence of a Muggle. Do you deny producing said Patronus?",
Harry," No, I--",
Fudge, [interrupting Harry] And you were aware that you were forbidden to use magic outside school while under the age of seventeen?,
Harry," Yes, but--",
Fudge, Witches and wizards of the Wizengamot--,
Harry, I was only doing it because of the Dementors!,
Amelia Bones, Dementors? In Little Whinging?,
Fudge," That's quite clever. Muggles can't see Dementors, can they boy? Highly convenient.",
Harry, I'm not lying! There were two of them and if I hadn't--,
Fudge," [Interrupting Harry again] Enough! I'm sorry to interrupt what I'm sure would have been a very well rehearsed story, but since you can produce no witnesses of the event--",
Dumbledore," Pardon me Minister, but as it happens, we can.",
Amelia Bones, Please describe the attack. What did they look like?,
Mrs. Figg," Well one of them was very large, and the other rather skinny.",
Fudge," Not the boys, the Dementors!",
Mrs. Figg," Alright, right, well um, big. Cloaked. Then everything went cold, as though all the happiness had gone from the world.",
Fudge," Now look here, Dementors don't just wander into a Muggle suburb and happen across a wizard, the odds are astronomical.",
Dumbledore," I don't think anyone would believe the Dementors were there by coincidence, Minister.",
Umbridge," [clears her throat] I'm sure I must have misunderstood you, Professor. Dementors are after all under the control of the Ministry of Magic. So silly of me but it sounded, for a moment, as though you were suggesting that the Ministry had ordered the attack on this boy.",
Dumbledore," That would be disturbing indeed, Madame Undersecretary, which is why I'm sure the Ministry will be mounting a full-scale inquiry into why the two Dementors were so far away from Azkaban and why they mounted an attack without authorization. Of course, there is someone who might be behind the attack. Cornelius, I implore you to see reason. The evidence of the Dark Lord's return is incontrovertible.",
Fudge, He's not back!,
Dumbledore," In the matter of Harry Potter, the law clearly states that magic may be used before Muggles in life-threatening situations.",
Fudge," Laws can be changed if necessary, Dumbledore!",
Dumbledore," Clearly, it has become practice to hold a full criminal trial to deal with a simple matter of under-age magic.",
Amelia Bones, Those in favor of conviction? [Fudge raises his hand followed by some other people including Umbridge] Those in favor of clearing the accused of all charges?,
Fudge, [reluctantly; as he bangs his gavel] Cleared of all charges.,
Harry, [sees a strange reptilian-like thestrals] What is it?,
Ron, What's what?,
Harry, That. Pulling the carriage.,
Hermione," Nothing's pulling the carriage, Harry. It's pulling itself like always.",
Luna," You're not going mad. [lowers her magazine, The Quibbler, which she has been reading upside down] I see them too. You're just as sane as I am.",
Umbridge," Thank you, Headmaster, for those kind words of welcome. And how lovely to see all your bright happy faces smiling up at me. [No one smiles] I'm sure we're all going to be very good friends.",
Fred and George, [sarcastically] That's likely.,
Umbridge," The Ministry of Magic has always considered the education of young witches and wizard of vital importance. Although each Headmaster has brought something new to this historic school... [nods to Dumbledore] progress for the sake of progress must be discouraged. Let us preserve what must be preserved, perfect what can be perfected and prune practices that ought to be prohibited.",
Dumbledore," Thank you Professor Umbridge, that really was most illuminating.",
Ron, Illuminating? What a load o' waffle!,
Harry," Dean, Seamus, good holiday?",
Dean," Alright, better than Seamus' anyway.",
Seamus, Me mam didn't want me to come back this year.,
Harry, Why not?,
Seamus," [sarcastically] Let me see, eh, because of you! The Daily Prophet's been sayin’ a lot of things about ya, Harry. And about Dumbledore as well.",
Harry," What, your mum believes them?",
Seamus," Well, nobody was there the night Cedric died.",
Harry," [increasingly angry] Oh, well, I guess you should read the Prophet then, like your stupid mother, it'll tell you everything you need to know!",
Seamus, Don't you dare talk about my mother like that!,
Harry, I'll have a go at anyone that calls me a liar!,
Ron, [entering the Common Room] What's going on?,
Seamus," He's mad, is what's goin’ on! Do you believe the rubbish he's comin’ out with about You-Know-Who?",
Ron," Yeah, I do. Has anyone else got a problem with Harry? [Harry has stormed into the boys' dorm - Ron hot on his tail - and is starting to get ready for bed] You alright?",
Harry, Fine.,
Ron," Seamus was bang out of order, mate. But he'll come through. You'll see--",
Harry," I said I'm fine, Ron!",
Ron, [taken aback] Right. I'll just leave you to your thoughts then. [leaves the dormitory],
Harry, So why can't the others see them?,
Luna, They can only be seen by people who've seen death.,
Harry, So... you've known someone who's died?,
Luna," My mum. She was quite an extraordinary witch, but she did like to experiment, and one day one of her spells went badly wrong. I was nine.",
Harry, I'm sorry.,
Luna," Yes, it was rather horrible. I do feel very sad about it sometimes. But I've got Dad. We both believe you, by the way. That He-Who-Must-Not-Be-Named is back and you fought him and the Ministry and the Prophet are conspiring against you and Dumbledore.",
Harry, Thanks. It seems you're about the only ones that do.,
Luna, I don't think that's true. But I suppose that's how he wants you to feel.,
Harry, What do you mean?,
Luna," Well, if I were You-Know-Who, I'd want you to feel cut off from everyone else. Because if it's just you alone, you're not as much of a threat.",
Umbridge," Your previous instruction for this subject has been disturbingly uneven. But you will be pleased to know, from now on you will be following a carefully structured, Ministry-approved course of defensive magic. [Hermione raises her hand] Yes?",
Hermione, There's nothing in here about using defensive spells.,
Umbridge, Using spells? [laughs] Why I can't imagine why you would need to use spells in my classroom.,
Ron, We're not gonna use magic?,
Umbridge, You'll be learning about defensive spells in a secure risk-free way.,
Harry," Well, what use is that? If we're gonna be attacked, it won't be risk-free.",
Umbridge," Students will raise their hands when they speak in my class. [pauses] It is the view of the Ministry that a theoretical knowledge will be sufficient to get you through your examinations, which after all is what school is all about!",
Harry, And how’s theory supposed to prepare us for what's out there?,
Umbridge," There is nothing out there, dear. Who would you imagine would want to attack children like yourself?",
Harry," [sarcastically] Oh, I don't know, maybe Lord Voldemort!",
Umbridge, Now let me make this quite plain. You have been told that a certain Dark Wizard is at large once again. This... is... a... lie!,
Harry, It's not a lie! I saw him! I fought him!,
Umbridge," DETENTION, Mr. Potter!",
Harry, So according to you Cedric Diggory dropped dead of his own accord.,
Umbridge, Cedric Diggory's death was a tragic accident.,
Harry, [angrily] It was murder! Voldemort killed him! You must know!,
Umbridge," ENOUGH! Enough. See me later, Mr. Potter. My office. [giggles]",
Hermione, What's wrong with your hand?,
Harry, Nothing. [shows her his right hand],
Hermione," Your other hand. [grabs his left arm, and sees his scars from Umbridge's detention] [horrified] You've got to tell Dumbledore!",
Harry," No. Dumbledore's got enough on his mind right now. Anyway, I don't want to give Umbridge the satisfaction.",
Ron," Bloody hell, Harry, the woman's torturing you! If the parents knew about this-!",
Harry," Yeah, well, I haven't got any of those, have I, Ron?",
Hermione," Harry, you've got to report this. It's perfectly simple - you're being-",
Harry," No, it's not. Hermione, whatever this, it's not simple. You don't understand.",
Hermione, [frustrated] Then help us to.,
Umbridge," Pardon me, professor, but what exactly are you insinuating?",
Professor McGonagall," I am merely requesting that when it comes to my students, you conform to the prescribed disciplinary practices.",
Umbridge," So silly of me but it sounds as if you're questioning my authority in my own classroom, Minerva.",
Professor McGonagall," Not at all, Dolores. Merely your medieval methods.",
Umbridge," I am sorry dear, but to question my practices is to question the Ministry and, by extension, the Minister himself. I am a tolerant woman, but the one thing I will not stand for is disloyalty.",
Professor McGonagall, Disloyalty?,
Umbridge, Things at Hogwarts are far worse than I feared. Cornelius will want to take immediate action.,
Umbridge," [during an inspection] So, you applied first for the Defense Against the Dark Arts post, is that correct?",
Snape, Yes.,
Umbridge, But you were unsuccessful?,
Snape, [annoyed] Obviously.,
Trelawney, [in tears] Sixteen years I've lived and taught here! Hogwarts is my home! You can't do this!,
Umbridge," [shows the Order of Dismissal to Trelawney with faux sympathy] Actually, I can. [McGonagall arrives and tries to comfort Trelawney] [to McGonagall] Something you'd like to say, dear?",
McGonagall," Oh, there are several things I would like to say!",
Dumbledore," [arrives] Professor McGonagall, might I ask you to escort Sybil back inside?",
McGonagall," [to Trelawney] Sybil, dear, this way...",
Trelawney," [shakes Dumbledore's hand] Oh, thank you! Thank you!",
Umbridge," Dumbledore, may I remind you that under the terms of Educational Decree #23, as enacted by the Minister...",
Dumbledore," [warningly] You have the right to dismiss my teachers. You do not, however, have the authority to banish them from the grounds - That power remains with the headmaster.",
Umbridge, For now.,
Dumbledore, [turns around to the students and speaks sternly] Don't you all have studying to do?,
Harry, First we need to find a place to practice where Umbridge won't find out.,
Ginny, The Shrieking Shack?,
Harry, It's too small.,
Hermione, Forbidden Forest?,
Ron, Not bloody likely!,
Ginny, Harry? What happens if Umbridge does find out?,
Hermione," Who cares? I mean, sort of exciting, isn't it, breaking the rules?",
Ron," [pleasantly surprised] Who are you, and what have you done with Hermione Granger?",
Hermione," You've done it, Neville. You found the Room of Requirement.",
Ron, The what?,
Hermione," It's also known as the Come and Go Room. The Room of Requirement only appears when a person has real need of it, and is always equipped for the seeker's needs.",
Ron," So, say you really needed the toilet...?",
Hermione," Charming, Ronald. But yes, that's the idea.",
Harry, It's brilliant! It's like Hogwarts wants us to fight back.,
Hermione, Um... Hi! You all know why we're here. We need a teacher. A proper teacher. One who's had real experience defending themselves against the Dark Arts.,
Zacharias, Why?,
Ron," Why. Because You-Know-Who's back, you tosspot.",
Zacharias, [nods toward Harry] So he says.,
Hermione, So Dumbledore says.,
Zacharias," So Dumbledore says because he says! The point is, where's the proof?",
Boy, If Potter could tell us more about how Diggory got killed...,
Harry," I'm not going to talk about Cedric, so if that's why you're here you might as well clear out now. [aside to Hermione] C'mon, Hermione, let's go. They're just here because they think I'm some sort of freak.",
Hermione," Harry, wait!",
Luna, Is it true you can produce a Patronus charm?,
Hermione, Yes. I've seen it.,
Dean," Blimey, Harry! I didn't know you could do that!",
Neville," And he killed a basilisk, with the sword in Dumbledore's office.",
Ginny, It's true.,
Ron, Third year he fought off about a hundred dementors at once.,
Hermione, And last year he really did fight off You-Know-Who in the flesh.,
Harry," Wait... look, it all sounds great when you say it like that. But the truth is most of that was just luck. I didn't know what I was doing half the time, I nearly always had help...",
Hermione, He's just being modest.,
Harry," No, Hermione, I'm not! Facing this stuff in real life is not like school. In school, if you make a mistake you can just try again tomorrow. But out there, when you're a second away from being murdered or watching a friend die right before your eyes... you don't know what that's like.",
Hermione," You're right, Harry, we don't. That's why we need your help. Because if we're having any chance against beating... Voldemort.",
Nigel, He's really back?,
Ron," Don't worry, I'll go easy on you.",
Hermione," [sarcastically] Thanks, Ronald.",
Fred, One Sickle.,
George, You're on.,
Fred, Thank you.,
George, Shut up.,
[Ron gets up; walks to Fred and George]," I let her do that. It’s good manners, isn’t it?",
Harry, Are you alright? I heard Umbridge gave you a rough time the other day.,
Cho," Yeah, I'm okay. Anyway, it's worth it. It's just, just learning all this. Makes me wonder whether if he'd known it...",
Harry," Cedric, Cedric did know this stuff. He was really good. It's just, Voldemort was better.",
Cho," You're a really good teacher, Harry. I've never been able to stun anything before. [Mistletoe magically appears above Cho and Harry] Mistletoe.",
Harry," Probably full of Nargles, though.",
Cho, What are Nargles?,
Harry, No idea.,
Hermione," [referring to Harry's kiss] Well, how was it?",
Harry," Wet. Well, she was sort of... crying.",
Ron," That bad at it, are you?",
Hermione, I'm sure Harry's kissing is more than satisfactory. Cho spends half her time crying these days.,
Ron, Think a bit of snogging would cheer her up.,
Hermione," Don't you understand how she must be feeling? [Ron and Harry just stare at her] Well, obviously she's feeling sad about Cedric, and therefore confused about liking Harry and guilty about kissing him. Conflicted because Umbridge is threatening to sack her mother from her job at the Ministry and frightened of failing her O.W.L.'s because she's so busy worrying about everything else.",
Ron," [after a long pause] One person couldn't feel all that, they'd explode!",
Hermione, Just because you've got the emotional range of a teaspoon... [laughs],
Dumbledore," In the dream were you standing next to the victim, or looking down at the scene?",
Harry," Neither, I--It was like I--Professor, will you please just tell me what's happening?",
Dumbledore, Everard! Arthur is on guard duty tonight. Make sure he's found by the right people.,
Harry, Sir...,
Dumbledore," Phineas! You must go to your portrait at Grimmauld Place. Tell them that Arthur Weasley is gravely injured and his children will be arriving there soon, by Portkey.",
Everard," They got him, Albus. It was close, but they think he'll make it. Once more the Dark Lord failed to acquire it.",
Dumbledore," Oh, thank goodness! Next we need to--",
Harry, [enraged] LOOK AT ME! [Dumbledore finally faces Harry] What's happening to me?,
Snape," [Entering Dumbledore's office] You wished to see me, Headmaster?",
Dumbledore, Oh Severus. I'm afraid we can't wait. Not even till the morning. Otherwise we'll all be vulnerable.,
Snape," It appears there is a connection between the Dark Lord's mind and your own. Whether he is, as yet, aware of this connection is for the moment unclear. Pray he remains ignorant.",
Harry," You mean if he knows about it then, he'll be able to read my mind?",
Snape," Read it, control it, unhinge it. In the past it was often the Dark Lord's pleasure to invade the minds of his victims, creating visions designed to torture them into madness. Only after extracting the last exquisite ounce of agony, only when he had them literally begging for death would he finally kill them. Used properly, the power of Occlumency will help shield you from access or influence. In these lessons I will attempt to penetrate your mind. You will attempt to resist. Prepare yourself! Legilimens! [Series of flashbacks] Concentrate, Potter. Focus.",
Harry," [to Sirius] This connection between me and Voldemort, what if the reason for it is that I'm becoming more like him? [starts to choke up; fighting back tears] I just feel so... angry, all the time. And what if after everything I've been through, something's gone wrong inside me. What if I'm becoming bad?",
Sirius," I want you to listen to me very carefully, Harry. You're not a bad person. You're a very good person, who bad things have happened to. You understand? [Harry nods] Besides, the world isn't split into good people and Death Eaters. We have all got both light and dark inside us. What matters is the power we choose to act on. That's who we really are.",
Hagrid, Dumbledore sent me to parlay with the giants.,
Hermione, Giants?! You found them?,
Hagrid," Well, they're not that hard to find, to be perfectly honest. They're so big, you see.",
Neville," [talking to Harry alone] Fourteen years ago, a Death Eater named Bellatrix Lestrange used the Cruciatus Curse on my parents. She tortured them for information, but they never gave in. I'm quite proud to be their son. But I'm not sure I'm ready for everyone to know just yet.",
Harry," We're gonna make them proud, Neville. That's a promise.",
Umbridge," I've been watching them for weeks and see, Dumbledore's Army. Proof of what I've been telling you right from the beginning, Cornelius. [to Dumbledore] All your fear mongering about You-Know-Who never fooled us for a minute. We see your lies for what they were, a smokescreen for your bid to seize control of the Ministry.",
Dumbledore, Naturally.,
Harry," No, professor! He had nothing to do with it, it was me!",
Dumbledore," Most noble of you, Harry, to shield me, but as it's been pointed out the parchment clearly says ""Dumbledore's Army"", not ""Potter's"". I instructed Harry to form this organization and I, and I alone, am responsible for its activities.",
Fudge," Dispatch an owl to the Daily Prophet. If we hurry we can still make the front page. Dawlish, Shacklebolt! You will escort Dumbledore to Azkaban, to await trial for conspiracy and sedition...",
Dumbledore," Ah, I thought we might hit this little snag. You seem to be laboring under the delusion I am going to - what was the phrase, ""Come quietly""? Well I can tell you this", I have no intention of going to Azkaban.
Umbridge, Enough of this! Take him!,
Kingsley," Whoo! You may not like him, Minister, but you can't deny - Dumbledore's got style! [Fudge gives Kingsley a WTF look]",
Ron, You did everything you could. No one could win against that old hag.,
Hermione," Even Dumbledore didn't see this coming. Harry, if it's anyone's fault, it's ours.",
Ron," Yeah, we talked you into it...",
Harry," Yeah, but I agreed. I tried so hard to help, and all it's done is made things worse. Anyway, it doesn't matter anymore, because I don't want to play anymore. All it does is make you care too much - The more you care, the more you have to lose. Maybe, it's just best to...",
Hermione, To what?,
Harry, To go it alone.,
Snape, Feeling sentimental?,
Harry, That's private.,
Snape," Not to me. And not to the Dark Lord if you don't improve. Every memory he has access to is a weapon he can use against you. You won't last two seconds if he invades your mind. You're just like your father. Lazy, arrogant.",
Harry, Don't say a word against my father.,
Snape, Weak!,
Harry, I'm not weak!,
Snape, Then prove it! Control your emotions! Discipline your mind! Legilimens!,
Harry (In Memory), Sirius.,
Snape, I may vomit.,
Harry, Stop it!,
Snape, Is that what you call control?,
Harry, [heavy panting] We've been at it for hours. If I could just rest!,
Snape," The Dark Lord isn't resting. You and Black, you're two of a kind, sentimental children forever whining about how bitterly unfair your lives have been. Well, it may have escaped your notice, but life isn't fair. Your blessed father knew that, in fact he frequently saw to it!",
Harry, My father was a great man!,
Snape, Your father was a swine. Legilimens!,
Harry, Protego!,
"James ""Prongs"" Potter"," Come on, Moony! Padfoot! Snape! [points his wand at Snape] Expelliarmus!",
"Sirius ""Padfoot"" Black III"," Nice one, James!",
Young Marauder," Come on, James, finish him off!",
Harry Potter, [shocked] Dad?,
"James ""Prongs"" Potter"," Impedimenta! (Hogwartians start to chant ""Snivellus! Greasy! Snivellus! Greasy!"") [smirks] Right, who wants to see me take off Snivelly's trousers?",
Snape, Enough. [grabs Harry by his shirt] Your lessons are at an end.,
Harry, I didn't mean--,
Snape, Get. Out.,
Voldemort, I need that prophecy.,
Sirius, You'll have to kill me.,
Voldemort," Oh I will, but first you will fetch it for me. Crucio! Crucio!",
Harry, [to Ron and Hermione] Alert the Order if you can.,
Ron, Are you mental? We're going with you!,
Harry, It's too dangerous.,
Hermione, When are you going to get it into your head?! We're in this together!,
Umbridge, [Catching them] That you are!,
Snape," You sent for me, Headmistress?",
Umbridge," Snape, yes. The time has come for answers, whether they want to give them to me or not. Have you brought the Veritaserum?",
Snape," I'm afraid you used up all my stores, interrogating students. The last of it on Ms. Chang. Unless you wish to poison him - and I assure you I would have the greatest sympathy if you did - I cannot help you. [turns to leave]",
Harry, [to Snape; desperately] He's got Padfoot. He's got Padfoot at the place where it's hidden.,
Umbridge," Padfoot? What is Padfoot? Where what is hidden? What is he talking about, Snape?",
Snape, No idea. [leaves without another word],
Umbridge," Very well. You give me no choice, Potter. As this is a matter of Ministry Security, you leave me with... no other alternative. The Cruiciatus Curse ought to loosen your tongue.",
Hermione, That's illegal.,
Umbridge, [Putting a picture of Fudge face down] What Cornelius doesn't know won't hurt him. [prepares to curse Harry],
Hermione," Tell her, Harry!",
Umbridge, Tell me what?,
Hermione," Well, if you won't tell her where it is, I will.",
Umbridge, Where what is?,
Hermione, Dumbledore's secret weapon.,
Umbridge," You have no business here, centaur. This is a Ministry matter. [A centaur takes out an arrow and places in on his bow] Lower your weapons! I warn you! Under the law, as creatures of near-human intelligence-- [The centaur fires its arrow] Protego! [makes a shield and the arrow falls on the ground] How dare you! Filthy halfbreed! Incarcerous!",
Hermione," Please, please stop it! Please!",
Umbridge," NO, ENOUGH! I will have order! [Umbridge is picked up by Grawpy] YOU FILTHY ANIMAL! DO YOU KNOW WHO I AM?!",
Hermione, [To the centaurs] Leave him alone! It's not his fault! He doesn't understand!,
Umbridge," Potter, do something! Tell them I mean no harm!",
Harry," I'm sorry, Professor. But I must not tell lies.",
Umbridge, [as the centaurs carry her away] WHAT ARE YOU DOING?! I am Senior Undersecretary Dolores Jane Umbridge! LET... ME... GOOOOOOOOOOO!,
Hermione," Thank you, Grawp.",
Hermione," [Running up with Harry to meet Ginny, Ron, Neville and Luna] How did you get away?",
Ginny," Puking Pastilles, it wasn't pretty.",
Ron, I told them I was hungry and wanted some sweets. Of course they told me to bugger off and ate the lot themselves.,
Hermione," [surprised] That was clever, Ron!",
Ron, [smiles] It's been known to happen.,
Neville," It was brilliant. So, how are we getting to London?",
Harry," Look, it's not that I don't appreciate everything you've done, all of you. But, I've got you into enough trouble as it is.",
Neville, Dumbledore's Army was supposed to be about doing something real. Or was all that just words to you?,
Ron," Maybe you don't have to do this all by yourself, mate.",
Harry," So, how are we going to get to London?",
Luna," We fly, of course.",
Harry, Where's Sirius?,
Lucius Malfoy," You know, you really should learn to tell the difference between dreams and reality. You only saw what the Dark Lord wanted you to see. Now hand me the prophecy.",
Harry, You do anything to us and I'll break it.,
Bellatrix Lestrange," [laughs] He knows how to play! Itty, bitty, baby, Potter!",
Bellatrix Lestrange, Neville Longbottom is it? How's mum and dad?,
Neville, Better. [points wand] now they're about to be avenged!,
Lucius Malfoy, All we want is that prophecy.,
Harry, Why did Voldemort need me to come and get this?,
Bellatrix Lestrange, You dare speak his name? You filthy half-blood!,
Lucius Malfoy," It's alright, he's just a curious lad, aren't you? Prophecies can only be retrieved by those about whom they are made. Which is lucky for you, really. [whispers] Haven't you always wondered what was the reason for the connection between you and the Dark Lord? Why he was unable to kill you, when you were just an infant? Don't you want to know the secret of your scar? All the answers are there, Potter, in your hand. All you have to do, is give it to me, and I can show you everything.",
Harry, I waited 14 years.,
Lucius Malfoy, [in mock sympathy] I know.,
Harry, Guess I can wait a little longer. NOW!,
"Harry, Ron, Neville, Ginny, Hermione, and Luna", STUPEFY!,
Lucius Malfoy," Did you actually believe, or were you truly naive enough to think that children stood a chance, against us? I'll make this simple for you, Potter. Give me the prophecy now, or watch your friends die.",
Neville," Don't give it to him, Harry!",
Bellatrix Lestrange, Sst!,
Sirius, Get away from my godson. [punches Lucius],
Bellatrix Lestrange, [Laughing] I killed Sirius Black! You coming to get me?!,
Harry, CRUCIO!,
Voldemort," [Inside Harry's head] You've got to mean it, Harry. She killed him. She deserves it. You know the spell, Harry. [Voldemort appears behind Harry] Do it! [Harry turns around and is easily disarmed by Voldemort] So weak!",
Dumbledore," It was foolish of you to come here tonight, Tom. The Aurors are on their way.",
Voldemort, By which time I shall be gone. And you... shall be dead.,
Harry," [While being possessed by Voldemort] You... you've lost, old man!",
Dumbledore, Harry.,
Voldemort, So weak! So vulnerable! Look at me!,
Dumbledore," Harry, it isn't how you are alike. It's how you are not! [Pause] Harry.",
Harry,"You're the weak one. And you'll never know love, or friendship. And I feel sorry for you.",
Voldemort," You're a fool, Harry Potter. And you will lose everything!",
Fudge, He's back!,
Dumbledore, I know how you feel Harry.,
Harry, No you don't. It's my fault.,
Dumbledore," No, the fault is mine. I knew it was only a matter of time before Voldemort made the connection between you. I thought by distancing myself from you, as I have done all year, he'd be less tempted and therefore you might be more protected.",
Harry, The prophecy said, neither one can live for the other one survives. It means one of us is gonna have to kill the other... in the end?
Dumbledore, Yes.,
Harry, Why didn't you tell me?,
Dumbledore," For the same reason you tried to save Sirius. For the same reason your friends saved you. After all these years, after all you suffered, I didn't want to cause you any more pain. I cared too much about you.",
Harry, How come you're not at the feast?,
Luna, Lost all my possessions. Apparently people have been hiding them.,
Harry, That's awful.,
Luna," Oh, it's all good fun. But as it's the last night, I really do need them back. I'm sorry about your godfather, Harry. [holds Harry's hand for a few seconds, then releases it]",
Harry, Are you sure you don't want any help looking?,
Luna," That's alright. Anyway, my mum always said, things we lose have a way of coming back to us in the end... [They see shoes hanging at the ceiling] if not always in the way we expect. Think I'll just go have some pudding.",
Harry, I've been thinking about something Dumbledore said to me.,
Hermione, What's that?,
Harry," That even though we got a fight ahead of us, we've got one thing that Voldemort doesn't have.",
Ron, Yeah?,
Harry, Something worth fighting for.,
Harry,"[after Dumbledore asks him if he has feelings for Hermione] Oh no, no, no, I mean she's brilliant, but we're friends.",
Harry,I've got a really good feeling about Hagrid's. I feel it's... it's the place to be tonight!,
Harry,[After witnessing Dumbledore's murder] Snape! He trusted you!,
Dumbledore,"Years ago, I knew a boy who made all the wrong choices. Please let me help you.",
Dumbledore,Being me has its privileges.,
Dumbledore,"Now as you know, each and every one of you was searched upon your arrival here tonight and you have the right to know why. Once there was a young man, who like you, sat in this very hall, walked this castle's corridors, slept under its roofs. He seemed to all the world a student like any other. His name: Tom Riddle. [Murmuring erupts among the students] Today, of course, he's known all over the world by another name, which is why, as I stand looking out upon you all tonight, I'm reminded of a sobering fact: Every day, every hour, this very minute, perhaps, dark forces attempt to penetrate this castle's walls. [pause] But in the end, their greatest weapon... is you. There's something to think about. Now off to bed, pip pip.",
Draco Malfoy,"Didn't Mummy ever tell you it was rude to eavesdrop, Potter? Petrificus Totalus! [Harry falls, still hidden] Oh, right. She was dead before you could wipe the drool off your chin. [Kicks Harry in the face, breaking his nose] That's for my father. [Covers Harry with the cloak] Enjoy your trip back to London.",
Horace Slughorn,"[in regard to returning to Hogwarts] All right, I'll do it! But I want Professor Merrythought's old office, not the water closet I had before. And I expect a raise, these are mad times we live in. MAD!",
