"character","book","element_id","sentence_id","text"
"ha","goblet_of_fire",87,239,"She took the newspaper, scanned the first few pages, said, ""Ha!"
"harry","goblet_of_fire",87,262,"  ""No one's tried to attack me all year,"" said Harry."
"hermione","goblet_of_fire",87,263,"""No one's done anything to me at all-""  ""Except put your name in the Goblet of Fire,"" said Hermione."
"harry","goblet_of_fire",87,269,"  ""Look,"" said Harry impatiently, ""let's say Sirius is right, and someone Stunned Krum to kidnap Crouch."
"hermione","goblet_of_fire",87,279,"  ""Harry, I don't understand it either,"" said Hermione desperately."
"ron","goblet_of_fire",87,298,"""said Ron angrily."
"hermione","goblet_of_fire",87,300,"  ""Well, I think Harry's got it now, anyway,"" said Hermione hastily."
"ron","goblet_of_fire",87,315," ""It's going to be boiling in Trelawney's room, she never puts out that fire,"" said Ron as they started up the staircase toward the silver ladder and the trapdoor."
"professor","goblet_of_fire",87,322," ""My dears,"" said Professor Trelawney, sitting down in her winged armchair in front of the class and peering around at them all with her strangely enlarged eyes, ""we have almost finished our work on planetary divination."
"harry","goblet_of_fire",87,437,"""If you leave now, you may lose the opportunity to see further than you have ever -""  ""I don't want to see anything except a headache cure,"" said Harry."
"harry","goblet_of_fire",87,473," ""Okay,"" said Harry, staring at it, ""Pear Drop."
"dumbledore","goblet_of_fire",87,505,"""Either Crouch has finally cracked -more than likely, I'm sure you'll agree, given his personal history - lost his mind, and gone wandering off somewhere -""  ""He wandered extremely quickly, if that is the case, Cornelius,"" said Dumbledore calmly."
"dumbledore","goblet_of_fire",87,510,"  ""I consider her to be a very able headmistress - and an excellent dancer,"" said Dumbledore quietly."
"dumbledore","goblet_of_fire",87,514,"They don't all turn out harmless - if, indeed, you can call Hagrid harmless, with that monster fixation he's got -""  ""I no more suspect Madame Maxime than Hagrid,"" said Dumbledore, just as calmly."
"harry","goblet_of_fire",88,13,"  ""Yes,"" said Harry."
"dumbledore","goblet_of_fire",88,143," ""No,"" said Dumbledore calmly, ""I'm afraid I don't."
"dumbledore","goblet_of_fire",88,382," ""Professor,"" Harry gasped, ""I know I shouldn't've - I didn't mean - the cabinet door was sort of open and -""  ""I quite understand,"" said Dumbledore."
"dumbledore","goblet_of_fire",88,390,"It is called a Pensieve,"" said Dumbledore."
"harry","goblet_of_fire",88,392,"  ""Er,"" said Harry, who couldn't truthfully say that he had ever felt anything of the sort."
"dumbledore","goblet_of_fire",88,393," ""At these times,"" said Dumbledore, indicating the stone basin, ""I use the Pensieve."
"dumbledore","goblet_of_fire",88,401," ""Certainly,"" said Dumbledore."
"dumbledore","goblet_of_fire",88,436,"Bertha,"" said Dumbledore sadly, looking up at the now silently revolving girl, ""why did you have to follow him in the first place?"""
"dumbledore","goblet_of_fire",88,440,"  ""Yes,"" said Dumbledore, prodding the thoughts in the basin again; Bertha sank back into them, and they became silvery and opaque once more."
"dumbledore","goblet_of_fire",88,444," ""So, Harry,"" said Dumbledore quietly."
"harry","goblet_of_fire",88,446,"  ""Yes,"" said Harry."
"harry","goblet_of_fire",88,450,"  ""Well, I had a dream,"" said Harry."
"dumbledore","goblet_of_fire",88,455,"you know who Wormtail-""  ""I do know,"" said Dumbledore promptly."
"harry","goblet_of_fire",88,465," ""Er - that's all,"" said Harry."
"dumbledore","goblet_of_fire",88,466," ""I see,"" said Dumbledore quietly."
"dumbledore","goblet_of_fire",88,471," ""You are not Sirius's only correspondent,"" said Dumbledore."
"dumbledore","goblet_of_fire",88,490,"  ""Because you and he are connected by the curse that failed,"" said Dumbledore."
"dumbledore","goblet_of_fire",88,499,"  ""It is possible,"" said Dumbledore."
"harry","goblet_of_fire",88,502,"  ""No,"" said Harry."
"dumbledore","goblet_of_fire",88,552,"  ""You could,"" said Dumbledore heavily."
"dumbledore","goblet_of_fire",88,564," ""Yes, they were talking about Nevilles parents,"" said Dumbledore."
"dumbledore","goblet_of_fire",88,569," ""No,"" said Dumbledore, his voice full of a bitterness Harry had never heard there before."
"dumbledore","goblet_of_fire",88,581," ""The Longbottoms were very popular,"" said Dumbledore."
"dumbledore","goblet_of_fire",88,601,"has never been accused of any Dark activity since,"" said Dumbledore calmly."
"harry","goblet_of_fire",88,602," ""Right,"" said Harry hastily, staring at the contents of the Pensieve again, which were swirling more slowly now that Dumbledore had stopped adding thoughts."
"harry","goblet_of_fire",88,617,"  ""Yes, Professor,"" said Harry, turning to go."
"harry","goblet_of_fire",89,10,"  ""Yes,"" said Harry."
"harry","goblet_of_fire",89,34," ""Yeah,"" said Harry, ""but he's only saying that because Crouch disappeared near the Beauxbatons carriage."""
"hermione","goblet_of_fire",89,37,"""Mind you, she's definitely got giant blood, and she doesn't want to admit it-""  ""Of course she doesn't,"" said Hermione sharply, looking up."
"ron","goblet_of_fire",89,75,"  ""Good training for when we're all Aurors,"" said Ron excitedly, attempting the Impediment Curse on a wasp that had buzzed into the room and making it stop dead in midair."
"ron","goblet_of_fire",89,88,"  ""Come and look at this,"" said Ron, who was standing by the window."
"harry","goblet_of_fire",89,95," ""He looks like he's using a walkie-talkie,"" said Harry curiously."
"hermione","goblet_of_fire",89,96," ""He can't be,"" said Hermione, ""I've told you, those sorts of things don't work around Hogwarts."
"hermione","goblet_of_fire",89,113,"""Nothing,"" said Hermione quickly, trying to shove the paper out of sight, but Ron grabbed it."
"ron","goblet_of_fire",89,120,"  ""No,"" said Ron, and just like Hermione, he attempted to push the paper out of sight."
"ron","goblet_of_fire",89,123," ""No,"" said Ron, in an entirely unconvincing tone."
"harry","goblet_of_fire",89,161,"""There's no way she was there, there's no way she could've heard -""  ""The window was open,"" said Harry."
"hermione","goblet_of_fire",89,179," ""Yes,"" said Hermione breathlessly."
"ron","goblet_of_fire",89,218," ""Dunno,"" said Ron."
"bill","goblet_of_fire",89,254," ""It's great being back here,"" said Bill, looking around the chamber (Violet, the Fat Lady's friend, winked at him from her frame)."
"harry","goblet_of_fire",89,258,"  ""Oh yeah,"" said Harry, who had met Sir Cadogan the previous year."
"harry","goblet_of_fire",89,269," ""Yeah, okay,"" said Harry, and they made their way back toward the door into the Great Hall."
"cedric","goblet_of_fire",89,276," ""Ignore him,"" said Cedric in a low voice to Harry, frowning after his father."
"bill","goblet_of_fire",89,292," ""Not good,"" said Bill."
"ron","goblet_of_fire",89,310,"okay,"" said Ron."
"hermione","goblet_of_fire",89,317," ""Hello,"" said Hermione, her smile faltering at the cold expression on Mrs. Weasley's face."
"harry","goblet_of_fire",89,337,"  ""I'm okay,"" said Harry."
"professor","goblet_of_fire",89,347," ""We are going to be patrolling the outside of the maze,"" said Professor McGonagall to the champions."
"cedric","goblet_of_fire",89,532," ""So did I,"" said Cedric."
"cedric","goblet_of_fire",89,535," ""Yeah,"" said Cedric."
"harry","goblet_of_fire",89,537,"  ""I don't know,"" said Harry slowly."
"harry","goblet_of_fire",89,540," ""No,"" said Harry."
"harry","goblet_of_fire",89,640," ""'The sound often heard during the search for a hard-to-find word,'"" said Harry."
"harry","goblet_of_fire",89,725," ""Stop being noble,"" said Harry irritably."
"cedric","goblet_of_fire",89,732,"  ""I had help on the egg in the first place,"" said Cedric."
"harry","goblet_of_fire",89,733," ""We're still square,"" said Harry, testing his leg gingerly; it shook violently as he put weight on it; he had sprained his ankle when the spider had dropped him."
"cedric","goblet_of_fire",89,734," ""You should've got more points on the second task,"" said Cedric mulishly."
"cedric","goblet_of_fire",89,740,"  ""No,"" said Cedric."
"harry","goblet_of_fire",89,760,"  ""Yeah,"" said Harry."
"harry","goblet_of_fire",90,14," ""Nope,"" said Harry."
"cedric","goblet_of_fire",90,18,"  ""I dunno,"" said Cedric."
"harry","goblet_of_fire",90,21,"  ""Yeah,"" said Harry, glad that Cedric had made the suggestion rather than him."
"voldemort","goblet_of_fire",91,19,"  ""Hold out your arm,"" said Voldemort lazily."
"voldemort","goblet_of_fire",91,105," ""Welcome, Death Eaters,"" said Voldemort quietly."
"voldemort","goblet_of_fire",91,123," ""And I answer myself,"" whispered Voldemort, ""they must have believed me broken, they thought I was gone."
"voldemort","goblet_of_fire",91,167," ""Get up, Avery,"" said Voldemort softly."
"wormtail","goblet_of_fire",91,179,"  ""Yes, Master,"" moaned Wormtail, ""please."
"voldemort","goblet_of_fire",91,184,"  ""Yet you helped return me to my body,"" said Voldemort coolly, watching Wormtail sob on the ground."
"voldemort","goblet_of_fire",91,203," ""May your loyalty never waver again, Wormtail,"" said Voldemort."
"voldemort","goblet_of_fire",91,240," ""The Lestranges should stand here,"" said Voldemort quietly."
"macnair","goblet_of_fire",91,265,"thank you,"" murmured Macnair."
"voldemort","goblet_of_fire",91,274,"  ""The same goes for you, Nott,"" said Voldemort quietly as he walked past a stooped figure  in Mr. Goyles shadow."
"voldemort","goblet_of_fire",91,275," ""My Lord, I prostrate myself before you, I am your most faithful -""  ""That will do,"" said Voldemort."
"voldemort","goblet_of_fire",91,293," ""Yes,"" said Voldemort, a grin curling his lipless mouth as the eyes of the circle flashed in Harry's direction."
"voldemort","goblet_of_fire",91,309,"  ""Ah, what a story it is, Lucius,"" said Voldemort."
"voldemort","goblet_of_fire",91,499," ""You see, I think, how foolish it was to suppose that this boy could ever have been stronger than me,"" said Voldemort."
"voldemort","goblet_of_fire",92,26,"Harry,"" said Voldemort, bending a little, but keeping his snakelike face upturned to Harry."
"voldemort","goblet_of_fire",92,46," ""Very good,"" said Voldemort softly, and as he raised his wand the pressure bearing down upon Harry lifted too."
"voldemort","goblet_of_fire",92,62," ""A little break,"" said Voldemort, the slit-like nostrils dilating with excitement, ""a little pause ."
"voldemort","goblet_of_fire",92,77," ""I asked you whether you want me to do that again,"" said Voldemort softly."
"harry","goblet_of_fire",92,352,"  ""I will,"" said Harry, his face screwed up with the effort of holding the wand."
"harry","goblet_of_fire",93,99,"  ""Dumbledore said stay,"" said Harry thickly, the pounding in his scar making him feel as though he was about to throw up; his vision was blurring worse than ever."
"harry","goblet_of_fire",93,114," ""Cup was a Portkey,"" said Harry as they crossed the entrance hall."
"harry","goblet_of_fire",93,198,"  ""He took stuff from his father's grave, and from Wormtail, and me,"" said Harry."
"harry","goblet_of_fire",93,203," ""Blood,"" said Harry, raising his arm."
"harry","goblet_of_fire",93,208,"  ""Yes,"" said Harry."
"dumbledore","goblet_of_fire",93,216,"He should have told Dumbledore, he should have said it straightaway -  ""There's a Death Eater at Hogwarts!"
"cedric","goblet_of_fire",93,302,"""Cedric gave me the clue -""  ""Who told Cedric to open it underwater?"
"dumbledore","goblet_of_fire",93,402,"  ""No,"" said Dumbledore sharply."
"dumbledore","goblet_of_fire",93,403," ""Dumbledore, he ought to - look at him - he's been through enough tonight -""  ""He will stay, Minerva, because he needs to understand,"" said Dumbledore curtly."
"dumbledore","goblet_of_fire",93,408,"  ""This is not Alastor Moody,"" said Dumbledore quietly."
"dumbledore","goblet_of_fire",93,438," ""Polyjuice Potion, Harry,"" said Dumbledore."
"professor","goblet_of_fire",93,477,"  ""Good heavens,"" said Professor McGonagall, stopping dead and staring down at the man on the floor."
"dumbledore","goblet_of_fire",93,485,"  ""He is simply Stunned, Winky,"" said Dumbledore."
"dumbledore","goblet_of_fire",93,500," ""I would like you to tell us,"" said Dumbledore softly, ""how you came to be here."
"dumbledore","goblet_of_fire",93,571,"  ""Tell me about the Quidditch World Cup,"" said Dumbledore."
"dumbledore","goblet_of_fire",93,605," ""So you took the wand,"" said Dumbledore, ""and what did you do with it?"""
"dumbledore","goblet_of_fire",93,686,"But first -""  ""You needed Alastor Moody,"" said Dumbledore."
"dumbledore","goblet_of_fire",93,712,"  ""But your father escaped,"" said Dumbledore."
"professor","goblet_of_fire",94,6,"  ""Of course,"" said Professor McGonagall."
"dumbledore","goblet_of_fire",94,40,"  ""They are with Professor Sprout,"" said Dumbledore."
"harry","goblet_of_fire",94,59," ""'Lo, Fawkes,"" said Harry quietly."
"dumbledore","goblet_of_fire",94,69,"Harry,"" said Dumbledore."
"dumbledore","goblet_of_fire",94,94," ""He said my blood would make him stronger than if he'd used someone else's,"" Harry told Dumbledore."
"dumbledore","goblet_of_fire",94,123," ""Exactly,"" said Dumbledore."
"dumbledore","goblet_of_fire",94,129," ""Yes,"" said Dumbledore."
"dumbledore","goblet_of_fire",94,133," ""They will not work properly against each other,"" said Dumbledore."
"dumbledore","goblet_of_fire",94,145," ""Which means,"" said Dumbledore slowly, his eyes upon Harry's face, ""that some form of Cedric must have reappeared."""
"dumbledore","goblet_of_fire",94,149," ""No spell can reawaken the dead,"" said Dumbledore heavily."
"dumbledore","goblet_of_fire",94,161,"  ""An echo,"" said Dumbledore, ""which retained Cedric's appearance and character."
"harry","goblet_of_fire",94,173," ""Yes,"" said Harry."
"dumbledore","goblet_of_fire",94,175," ""The last murders the wand performed,"" said Dumbledore, nodding."
"dumbledore","goblet_of_fire",94,191," ""I will say it again,"" said Dumbledore as the phoenix rose into the air and resettled itself upon the perch beside the door."
"dumbledore","goblet_of_fire",94,222,"  ""This dog will be remaining with Harry for a while,"" said Dumbledore simply."
"dumbledore","goblet_of_fire",94,227," ""I will be back to see you as soon as I have met with Fudge, Harry,"" said Dumbledore."
"snape","goblet_of_fire",94,282,"There were angry blotches of color in her cheeks, and a hands were balled into fists; she was trembling with fury.-""  When we told Mr. Fudge that we had caught the Death Eater responsible for tonight's events,"" said Snape, in a low voice; he seemed to feel his personal safety was in question."
"dumbledore","goblet_of_fire",94,297,"  ""But he cannot now give testimony, Cornelius,"" said Dumbledore."
"dumbledore","goblet_of_fire",94,318,"  ""As Minerva and Severus have doubtless told you,"" said Dumbledore, ""we heard Barty Crouch confess."
"dumbledore","goblet_of_fire",94,327,"  ""When Harry touched the Triwizard Cup tonight, he was transported straight to Voldemort,""  said Dumbledore steadily."
"dumbledore","goblet_of_fire",94,335," ""Certainly, I believe Harry,"" said Dumbledore."
"dumbledore","goblet_of_fire",94,360,"  ""Listen to me, Cornelius,"" said Dumbledore, taking a step toward Fudge, and once again, he seemed to radiate that indefinable sense of power that Harry had felt after Dumbledore had Stunned young Crouch."
"dumbledore","goblet_of_fire",94,413,"  ""Extend them the hand of friendship, now, before it is too late,"" said Dumbledore, ""or Voldemort will persuade them, as he did before, that he alone among wizards will give them their rights and their freedom!"""
"dumbledore","goblet_of_fire",94,416,"""If the magical community got wind that I had approached the giants -people hate them, Dumbledore - end of my career -""  ""You are blinded,"" said Dumbledore, his voice rising now, the aura of power around him palpable, his eyes blazing once more, ""by the love of the office you hold, Cornelius!"
"dumbledore","goblet_of_fire",94,430," ""If your determination to shut your eyes will carry you as far as this, Cornelius,"" said Dumbledore, ""we have reached a parting of the ways."
"dumbledore","goblet_of_fire",94,439,"But if you're going to work against me -""  ""The only one against whom I intend to work,"" said Dumbledore, ""is Lord Voldemort."
"snape","goblet_of_fire",94,446," ""There,"" said Snape harshly."
"dumbledore","goblet_of_fire",94,483,"  ""Then I need to send a message to Arthur,"" said Dumbledore."
"bill","goblet_of_fire",94,485,"  ""I'll go to Dad,"" said Bill, standing up."
"dumbledore","goblet_of_fire",94,487,"  ""Excellent,"" said Dumbledore."
"bill","goblet_of_fire",94,491,"If Fudge thinks I am interfering at the Ministry -""  ""Leave it to me,"" said Bill."
"dumbledore","goblet_of_fire",94,493," ""Minerva,"" said Dumbledore, turning to Professor McGonagall, ""I want to see Hagrid in my office as soon as possible."
"dumbledore","goblet_of_fire",94,515,"  ""He is here at my invitation,"" said Dumbledore, looking between them, ""as are you, Severus."
"dumbledore","goblet_of_fire",94,520," ""I will settle, in the short term,"" said Dumbledore, with a bite of impatience in his voice, ""for a lack of open hostility."
"dumbledore","goblet_of_fire",94,526," ""That will do to be going on with,"" said Dumbledore, stepping between them once more."
"harry","goblet_of_fire",94,532,"  ""But -"" said Harry."
"sirius","goblet_of_fire",94,536,"Harry,"" said Sirius, turning to him."
"harry","goblet_of_fire",94,539,"  ""Yeah,"" said Harry."
"dumbledore","goblet_of_fire",94,546," ""Severus,"" said Dumbledore, turning to Snape, ""you know what I must ask you to do."
"snape","goblet_of_fire",94,551,"  ""I am,"" said Snape."
"dumbledore","goblet_of_fire",94,553," ""Then good luck,"" said Dumbledore, and he watched, with a trace of apprehension on his face, as Snape swept wordlessly after Sirius."
"harry","goblet_of_fire",94,570,"  ""I don't want that gold,"" said Harry in an expressionless voice."
"harry","goblet_of_fire",94,580," ""I told him to take the cup with me,"" said Harry."
"ron","goblet_of_fire",95,35," ""She said Dumbledore's got his reasons,"" said Ron, shaking his head darkly."
"harry","goblet_of_fire",95,58,"he said gruffly ""Yeah,"" said Harry."
"dumbledore","goblet_of_fire",95,136," ""The end,"" said Dumbledore, looking around at them all, ""of another year."""
"dumbledore","goblet_of_fire",95,139," ""There is much that I would like to say to you all tonight,"" said Dumbledore, ""but I must first acknowledge the loss of a very fine person, who should be sitting here,"" he gestured toward the Hufflepuffs, ""enjoying our feast with us."
"dumbledore","goblet_of_fire",95,166," ""Harry Potter managed to escape Lord Voldemort,"" said Dumbledore."
"dumbledore","goblet_of_fire",95,179," ""Every guest in this Hall,"" said Dumbledore, and his eyes lingered upon the Durmstrang students, ""will be welcomed back here at any time, should they wish to come."
"fleur","goblet_of_fire",95,202," ""We will see each uzzer again, I 'ope,"" said Fleur as she reached him, holding out her hand."
"ron","goblet_of_fire",95,204,"  ""It's very good already,"" said Ron in a strangled sort of voice."
"fleur","goblet_of_fire",95,206," ""Good-bye, 'Arry,"" said Fleur, turning to go."
"ron","goblet_of_fire",95,209," Wonder how the Durmstrang students are getting back,"" said Ron."
"hermione","goblet_of_fire",95,220,"all right,"" said Hermione, looking slightly flustered, and following Krum through the crowd and out of sight."
"krum","goblet_of_fire",95,227," ""I liked Diggory,"" said Krum abruptly to Harry."
"harry","goblet_of_fire",95,254,"  ""He'll never keep Rita quiet,"" said Harry."
"hermione","goblet_of_fire",95,256,"  ""Oh, Rita hasn't written anything at all since the third task,"" said Hermione in an oddly constrained voice."
"hermione","goblet_of_fire",95,261," ""I found out how she was listening in on private conversations when she wasn't supposed to be coming onto the grounds,"" said Hermione in a rush."
"hermione","goblet_of_fire",95,272,"  ""Bugging,"" said Hermione happily."
"hermione","goblet_of_fire",95,273," ""But you said they didn't work -""  ""Oh not electronic bugs,"" said Hermione."
"ron","goblet_of_fire",95,278,"  ""You're kidding,"" said Ron."
"hermione","goblet_of_fire",95,282,"  ""Oh yes she is,"" said Hermione happily, brandishing the jar at them."
"hermione","goblet_of_fire",95,285," ""No, I'm not,"" said Hermione, beaming."
"hermione","goblet_of_fire",95,291,"  ""Exactly,"" said Hermione."
"hermione","goblet_of_fire",95,297," ""He was talking to her, in his hand,"" said Hermione."
"hermione","goblet_of_fire",95,302," ""I've told her I'll let her out when we get back to London,"" said Hermione."
"draco","goblet_of_fire",95,309,"Granger,"" said Draco Malfoy."
"malfoy","goblet_of_fire",95,312," ""So,"" said Malfoy slowly, advancing slightly into the compartment and looking slowly around at them, a smirk quivering on his lips."
"harry","goblet_of_fire",95,320,"  ""Get out,"" said Harry."
"fred","goblet_of_fire",95,339," ""Thought we'd see what those three were up to,"" said Fred matter-of-factly, stepping onto Goyle and into the compartment."
"george","goblet_of_fire",95,341," ""Interesting effect,"" said George, looking down at Crabbe."
"harry","goblet_of_fire",95,343,"  ""Me,"" said Harry."
"george","goblet_of_fire",95,344," ""Odd,"" said George lightly."
"george","goblet_of_fire",95,356,"  ""Oh,"" said George darkly."
"fred","goblet_of_fire",95,358,"  ""It doesn't matter,"" said Fred, shaking his head impatiently."
"george","goblet_of_fire",95,361,"  ""We've given up,"" said George, shrugging."
"george","goblet_of_fire",95,366,"""Are you saying he was involved in -""  ""Nah,"" said George gloomily."
"harry","goblet_of_fire",95,374,"  ""Yeah,"" said Harry and Ron slowly."
"fred","goblet_of_fire",95,377,"  ""So,"" said Fred impatiently, ""it vanished, didn't it?"
"fred","goblet_of_fire",95,387,"  ""In the end, he turned pretty nasty,"" said Fred."
"george","goblet_of_fire",95,389,"  ""So we asked for our money back,"" said George glowering."
"fred","goblet_of_fire",95,392," ""Right in one,"" said Fred."
"george","goblet_of_fire",95,395," ""Tell me about it,"" said George."
"fred","goblet_of_fire",95,407," ""He put a bet on you, mate,"" said Fred."
"george","goblet_of_fire",95,414,"  ""Nope,"" said George, shaking his head."
"george","goblet_of_fire",95,435,"  ""You're mental,"" said George, trying to push it back at Harry."
"harry","goblet_of_fire",95,436," ""No, I'm not,"" said Harry."
"harry","goblet_of_fire",95,440," ""Listen,"" said Harry firmly."
"george","goblet_of_fire",95,446,"  ""Harry,"" said George weakly, weighing the money bag in his hands, ""there's got to be a thousand Galleons in here."""
"harry","goblet_of_fire",95,447,"  ""Yeah,"" said Harry, grinning."
"ron","goblet_of_fire",95,466,"Harry,"" said Ron, clapping him on the back."
"cornelius","half_blood_prince",134,54,"Prime Minister,"" said Cornelius Fudge, striding forward with his hand outstretched."
"harry","half_blood_prince",134,113,"Before the Prime Minister could ask why he was dripping all over the Axminster, Fudge had started ranting about a prison the Prime Minister had never heard of, a man named ""Serious"" Black, something that sounded like ""Hogwarts,"" and a boy called Harry Potter, none of which made the remotest sense to the Prime Minister."""
"snape","half_blood_prince",135,83,"As you have clearly realized, Wormtail, we have guests,"" said Snape lazily."
"snape","half_blood_prince",135,90,"How charming--""""Wormtail will get us drinks, if you'd like them,"" said Snape."
"snape","half_blood_prince",135,98,"""I had no idea, Wormtail, that you were craving more dangerous assignments,"" said Snape silkily."
"snape","half_blood_prince",135,100,"""Of course you can,"" said Snape, sneering."
"snape","half_blood_prince",135,116,"My apologies,"" said Snape."
"snape","half_blood_prince",135,130,"Well, continue, Bellatrix,"" said Snape."
"snape","half_blood_prince",135,172,"""Yes, indeed, most admirable,"" said Snape in a bored voice."
"snape","half_blood_prince",135,176,"""Not quite,"" said Snape calmly."
"snape","half_blood_prince",135,185,"""Hardly,"" said Snape, ""although the Dark Lord is pleased that I never deserted my post: I had sixteen years of information on Dumbledore to give him when he returned, a rather more useful welcome-back present than endless reminiscences of how unpleasant Azkaban is."
"snape","half_blood_prince",135,189,"""But you stayed —""""Yes, Bellatrix, I stayed,"" said Snape, betraying a hint of impatience for the first time."
"snape","half_blood_prince",135,222,"""My information has been conveyed directly to the Dark Lord,"" said Snape."
"snape","half_blood_prince",135,232,"There is no point apportioning blame,"" said Snape smoothly."
"snape","half_blood_prince",135,237,"""My orders were to remain behind,"" said Snape."
"snape","half_blood_prince",135,287,"""I have played my part well,"" said Snape."
"snape","half_blood_prince",135,312,"But —""""If he has forbidden it, you ought not to speak,"" said Snape at once."
"snape","half_blood_prince",135,331,"""Certainly,"" said Snape."
"snape","half_blood_prince",135,354,"""If Draco succeeds,"" said Snape, still looking away from her, ""he will be honored above all others."""
"snape","half_blood_prince",135,386,"""The Dark Lord will not be persuaded, and I am not stupid enough to attempt it,"" said Snape flatly."
"snape","half_blood_prince",135,454,"You will need your wand, Bellatrix,"" said Snape coldly."
"snape","half_blood_prince",135,460,"""I will,"" said Snape."
"snape","half_blood_prince",135,463,"""I will,"" said Snape."
"dumbledore","half_blood_prince",136,73,"Judging by your look of stunned disbelief, Harry did not warn you that I was coming,"" said Dumbledore pleasantly."
"dumbledore","half_blood_prince",136,77,"It is a long time since my last visit,"" said Dumbledore, peering down his crooked nose at Uncle Vernon."
"dumbledore","half_blood_prince",136,82,"Ah, good evening Harry,"" said Dumbledore, looking up at him through his half-moon glasses with a most satisfied expression."
"dumbledore","half_blood_prince",136,92,"Albus Dumbledore,"" said Dumbledore, when Uncle Vernon failed to effect an introduction."
"dumbledore","half_blood_prince",136,106,"Yes, indeed we are, but there are a few matters we need to discuss first,"" said Dumbledore."
"dumbledore","half_blood_prince",136,111,"Yes,"" said Dumbledore simply, ""I shall."""
"dumbledore","half_blood_prince",136,114,"We may as well be comfortable,"" said Dumbledore pleasantly."
"dumbledore","half_blood_prince",136,117,"""Later, Harry,"" said Dumbledore."
"dumbledore","half_blood_prince",136,123,"Madam Rosmerta’s finest oak-matured mead,"" said Dumbledore, raising his glass to Harry, who caught hold of his own and sipped."
"dumbledore","half_blood_prince",136,127,"Well, Harry,"" said Dumbledore, turning toward him, ""a difficulty has arisen which I hope you will be able to solve for us."
"dumbledore","half_blood_prince",136,140,"""Yes,"" said Dumbledore."
"uncle","half_blood_prince",136,144,"said Uncle Vernon greedily, his small eyes narrowing, but nobody answered him."""
"harry","half_blood_prince",136,145,"You can keep using it as headquarters,"" said Harry."
"dumbledore","half_blood_prince",136,150,"That is generous,"" said Dumbledore."
"dumbledore","half_blood_prince",136,153,"""Well,"" said Dumbledore, ignoring the mutterings of Uncle Vernon, who was now being rapped smartly over the head by the persistent glass of mead, ""Black family tradition decreed that the house was handed down the direct line, to the next male with the name of 'Black.'"
"dumbledore","half_blood_prince",136,158,"Quite,"" said Dumbledore."
"dumbledore","half_blood_prince",136,163,"Well, obviously we would prefer that she didn't get it either,"" said Dumbledore calmly."
"dumbledore","half_blood_prince",136,168,"""Fortunately,"" said Dumbledore, ""there is a simple test."""
"dumbledore","half_blood_prince",136,171,"Oh, I'm so sorry,"" said Dumbledore politely, and he raised his wand again."
"dumbledore","half_blood_prince",136,182,"""K readier belongs to Miss Bellatrix, oh yes, Kreacher belongs to the Blacks, Kreacher wants his new mistress, Kreacher won't go to the Potter brat, Kreacher won't, won't, wont —""""As you can see, Harry,"" said Dumbledore loudly, over Kreacher's continued croaks of ""wont, won't, won't,"" ""Kreacher is showing a certain reluctance to pass into your ownership."""
"harry","half_blood_prince",136,183,"""I don't care,"" said Harry again, looking with disgust at the writhing, stamping house-elf."
"dumbledore","half_blood_prince",136,189,"Give him an order,"" said Dumbledore."
"dumbledore","half_blood_prince",136,198,"Well, that simplifies matters,"" said Dumbledore cheerfully."
"dumbledore","half_blood_prince",136,203,"Not if you don't want to,"" said Dumbledore."
"harry","half_blood_prince",136,206,"""Yeah,"" said Harry in relief, ""yeah, I'll do that."
"dumbledore","half_blood_prince",136,209,"Good,"" said Dumbledore."
"harry","half_blood_prince",136,211,"Hagrid has been looking after him since Sirius died, but Buckbeak is yours now, so if you would prefer to make different arrangements —""""No,"" said Harry at once, ""he can stay with Hagrid."
"dumbledore","half_blood_prince",136,213,"""Hagrid will be delighted,"" said Dumbledore, smiling."
"harry","half_blood_prince",136,221,"I'll just go and — er — finish off,"" said Harry hastily, hurrying to pick up his fallen telescope and trainers."
"professor","half_blood_prince",136,225,"Dumbledore was humming quietly, apparently quite at his ease, but the atmosphere was thicker than cold custard, and Harry did not dare look at the Dursleys as he said, ""Professor — I'm ready now."""
"dumbledore","half_blood_prince",136,226,"""Good,"" said Dumbledore."
"dumbledore","half_blood_prince",136,231,"said Dumbledore politely."""
"dumbledore","half_blood_prince",136,234,"""Ah,"" said Dumbledore pleasantly, ""but in the Wizarding world, we come of age at seventeen."""
"dumbledore","half_blood_prince",136,257,"time for us to be off,"" said Dumbledore at last, standing up and straightening his long black cloak."
"harry","half_blood_prince",136,259,"Bye,"" said Harry hastily to the Dursleys, and followed Dumbledore, who paused beside Harry's trunk, upon which Hedwig's cage was perched."""
"dumbledore","half_blood_prince",137,7,"""If there is an attack,"" said Dumbledore, ""I give you permission to use any counterjinx or curse that might occur to you."
"dumbledore","half_blood_prince",137,10,"""You are with me,"" said Dumbledore simply."
"harry","half_blood_prince",137,14,"No,"" said Harry."
"dumbledore","half_blood_prince",137,16,"""You do,"" said Dumbledore."
"dumbledore","half_blood_prince",137,20,"Very good,"" said Dumbledore."
"harry","half_blood_prince",137,30,"""I'm fine,"" said Harry, rubbing his ears, which felt as though they had left Privet Drive rather reluctantly."
"dumbledore","half_blood_prince",137,38,"So tell me, Harry,"" said Dumbledore."
"dumbledore","half_blood_prince",137,45,"I, on the other hand, thought otherwise,"" said Dumbledore."
