Book,Character,House,Text
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"  'No, thanks,' said Harry coldly."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"    'Yeah,' said Harry."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"    'What I don't get,' said Harry through clenched teeth, laying down his knife and fork (his hands were shaking too much to hold them steady), 'is why they all believed the story two months ago when Dumbledore told them ."
Book_Order_Of_The_Phoenix,Book_Hermione,Gryffindor,"    The thing is, Harry, I'm not sure they did,' said Hermione grimly."
Book_Order_Of_The_Phoenix,Book_Hermione,Gryffindor,"  'Look, you don't understand what it was like after it happened,' said Hermione quietly."
Book_Order_Of_The_Phoenix,Book_Hermione,Gryffindor,"  'Mimbulus mimbletonia,' said Hermione, before the Fat Lady could ask."
Book_Order_Of_The_Phoenix,Book_Ron,Gryffindor,"    'And she's trying to get people to spy for her,' said Ron darkly."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"  'Don't start arguing again,' said Harry wearily, as Ron opened his mouth to retaliate."
Book_Order_Of_The_Phoenix,Book_George,Gryffindor,"  'Yeah, you're right,' said George, nodding, 'this dosage looks strong enough, doesn't it?'"
Book_Order_Of_The_Phoenix,Book_Fred,Gryffindor,"    'Rubbish,' said Fred."
Book_Order_Of_The_Phoenix,Book_George,Gryffindor,"  'Yeah, look, they're coming round now,' said George."
Book_Order_Of_The_Phoenix,Book_Fred,Gryffindor,"  'Excellent,' said Fred happily, but the next second Hermione had snatched both his clipboard and the paper bag of Fainting Fancies from his hands."
Book_Order_Of_The_Phoenix,Book_Fred,Gryffindor,"said Fred, in an I'd-like-to-see-you-try-it voice."
Book_Order_Of_The_Phoenix,Book_George,Gryffindor,"    'You wouldn't,' said George, horrified, taking a step back from her."
Book_Order_Of_The_Phoenix,Book_Hermione,Gryffindor,"  'Oh, yes, I would,' said Hermione grimly."
Book_Order_Of_The_Phoenix,Book_Hermione,Gryffindor,"    'Yes,' said Hermione defiantly, swinging her bag on to her back."
Book_Order_Of_The_Phoenix,Book_Ron,Gryffindor,"  That's not on,' said Ron angrily."
Book_Order_Of_The_Phoenix,Book_Ron,Gryffindor,"  'But on the plus side, no Snape today,' said Ron bracingly."
Book_Order_Of_The_Phoenix,Book_Professor,#N/A,"  'You cannot pass an OWL,' said Professor McGonagall grimly, 'without serious application, practice and study."
Book_Order_Of_The_Phoenix,Book_Professor,#N/A,"'Yes, you too, Longbottom,' said Professor McGonagall."
Book_Order_Of_The_Phoenix,Book_Hermione,Gryffindor,"    'Bowtruckles,' said Hermione."
Book_Order_Of_The_Phoenix,Book_Professor,#N/A,"    'Five points for Gryffindor,' said Professor Grubbly-Plank."
Book_Order_Of_The_Phoenix,Book_Hermione,Gryffindor,"    'Woodlice,' said Hermione promptly, which explained why what Harry had taken to be grains of brown rice were moving."
Book_Order_Of_The_Phoenix,Book_Professor,#N/A,"  'Never you mind,' said Professor Grubbly-Plank repressively, which had been her attitude last time Hagrid had failed to turn up for a class, too."
Book_Order_Of_The_Phoenix,Book_Malfoy,Slytherin,"  'Maybe,' said Malfoy in an undertone, so that only Harry could hear him, 'the stupid great oaf's got himself badly injured.'"
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"    'Maybe you will if you don't shut up,' said Harry out of the side of his mouth."
Book_Order_Of_The_Phoenix,Book_Hermione,Gryffindor,"  'Dumbledore would know if something had happened to Hagrid,' said Hermione at once."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"  'I just wish Hagrid would hurry up and get back, that's all,' said Harry in a low voice, as they reached the greenhouses."
Book_Order_Of_The_Phoenix,Book_Hermione,Gryffindor,"  'I wasn't going to,' said Hermione calmly."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"  'Because she'll never be as good as Hagrid,' said Harry firmly, fully aware that he had just experienced an exemplary Care of Magical Creatures lesson and was thoroughly annoyed about it."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"    'Er - right,' said Harry awkwardly."
Book_Order_Of_The_Phoenix,Book_Hermione,Gryffindor,"  'Oh, for heaven's sake, Harry, you can do better than her,' said Hermione."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"My family have always stood firm behind Dumbledore, and so do I.'    'Er - thanks very much, Ernie,' said Harry, taken aback but pleased."
Book_Order_Of_The_Phoenix,Book_Angelina,Gryffindor,"    'Well, you can just go straight to her and ask her to let you off en Friday,' said Angelina fiercely, 'and I don't care how you do it."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"  'Less than zero,' said Harry glumly, tipping lamb chops on to his plate and starting to eat."
Book_Order_Of_The_Phoenix,Book_Ron,Gryffindor,"  'Nothing,' said Ron at once, his ears reddening."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"  'Er,' said Harry, without moving."
Book_Order_Of_The_Phoenix,Book_Umbridge,Hufflepuff,"  'Oh, no,' said Umbridge, smiling so widely that she looked as though she had just swallowed a particularly juicy fly."
Book_Order_Of_The_Phoenix,Book_Umbridge,Hufflepuff,"  'There,' said Umbridge sweetly, 'we're getting better at controlling our temper already, aren't we?"
Book_Order_Of_The_Phoenix,Book_Umbridge,Hufflepuff,"  'Oh, as long as it takes for the message to sink in,' said Umbridge sweetly."
Book_Order_Of_The_Phoenix,Book_Professor,#N/A,"  'Oh, you won't need ink,' said Professor Umbridge, with the merest suggestion of a laugh in her voice."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"    'Nothing,' said Harry quietly."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"  'Nope,' said Harry."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"    'No,' said Harry."
Book_Order_Of_The_Phoenix,Book_Hermione,Gryffindor,"    'At least it's only lines,' said Hermione consolingly, as Harry sank back on to his bench and looked down at his steak and kidney pie, which he no longer fancied very much."
Book_Order_Of_The_Phoenix,Book_Ron,Gryffindor,"  'I can't believe how much homework we've got,' said Ron miserably."
Book_Order_Of_The_Phoenix,Book_Ron,Gryffindor,"I fancied a walk,' said Ron shiftily."
Book_Order_Of_The_Phoenix,Book_Professor,#N/A,"  'Oh yes,' said Professor Umbridge, smiling as widely as before."
Book_Order_Of_The_Phoenix,Book_Ron,Gryffindor,"    'I'm - I'm hiding from Fred and George, if you must know,' said Ron."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"    'I'm not laughing,' said Harry."
Book_Order_Of_The_Phoenix,Book_Ron,Gryffindor,"    'I'm not bad,' said Ron, who looked immensely relieved at Harry's reaction."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"    'I wish I was going to be there,' said Harry bitterly, as they set off together towards the common room."
Book_Order_Of_The_Phoenix,Book_Ron,Gryffindor,"    Harry hesitated, but after all, Ron had been honest with him, so he told Ron the truth about the hours he had been spending in Umbridge's office."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"    'No,' said Harry at once."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"    'I don't know how much power McGonagall's got over her,' said Harry."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"    'No,' said Harry flatly."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"    'He's got enough on his mind,' said Harry, but that was not the true reason."
Book_Order_Of_The_Phoenix,Book_Umbridge,Hufflepuff,"  'You know what to do, Mr Potter,' said Umbridge, smiling sweetly at him."
Book_Order_Of_The_Phoenix,Book_Fred,Gryffindor,"    'She's there,' said Fred, who was also swigging Butterbeer, and pointed to an armchair by the fire."
Book_Order_Of_The_Phoenix,Book_Ron,Gryffindor,"  'Well, she said she was pleased when I told her,' said Ron, looking slightly put out."
Book_Order_Of_The_Phoenix,Book_George,Gryffindor,"  'Let her sleep,' said George hastily."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"  'Great,' said Harry distractedly; if he did not tell somebody soon, he would burst."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"    'Well,' said Harry, dropping his voice, 'it's a possibility, isn't it?'"
Book_Order_Of_The_Phoenix,Book_Hermione,Gryffindor,"    'I suppose so,' said Hermione, though she sounded unconvinced."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"    'She's evil,' said Harry flatly."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"It's been hurting on and off all summer - it was just a bit worse tonight, that's all - '    'Harry, I'm sure Dumbledore would want to be bothered by this - '    'Yeah,' said Harry, before he could stop himself, 'that's the only bit of me Dumbledore cares about, isn't it, my scar?'"
Book_Order_Of_The_Phoenix,Book_Hermione,Gryffindor,"    'Oh no,' said Hermione, looking relieved, 'if you're going that means I can go too, without being rude."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"    'Yeah, bye,' said Harry and instead of turning right, he turned left, taking a longer but safer route up to the Owlery."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"  'Safe flight, then,' said Harry and he carried her to one of the windows; with a moments pressure on his arm, Hedwig took off into the blindingly bright sky."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"  'Hi,' said Harry automatically."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"  Right,' said Harry."
Book_Order_Of_The_Phoenix,Book_Cho,Ravenclaw,"  'Yeah,' said Cho, looking around for a suitable owl."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"    'No,' said Harry."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"  'Yeah,' said Harry."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"    'Yeah,' said Harry, 'I think so."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"  'Gone,' said Harry calmly."
Book_Order_Of_The_Phoenix,Book_Cho,Ravenclaw,"    'Because - '    'I saw him send it,' said Cho angrily."
Book_Order_Of_The_Phoenix,Book_Cho,Ravenclaw,"  No problem,' said Cho, finally fixing the parcel to the barn owl's other leg, her face slightly pink."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"    'No,' said Harry."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"Quidditch later,' said Harry happily, pulling a large platter of bacon and eggs towards him."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"    'Yeah, OK,' said Harry."
Book_Order_Of_The_Phoenix,Book_Hermione,Gryffindor,"  'Look, I don't think you should,' said Hermione seriously."
Book_Order_Of_The_Phoenix,Book_Hermione,Gryffindor,"  'Wait a moment,' said Hermione suddenly."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"  'Lucius Malfoy, I'll bet anything,' said Harry in a low, furious voice."
Book_Order_Of_The_Phoenix,Book_Ron,Gryffindor,"    'I've got all the robes I want,' said Ron 'No,' said Harry."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"    'I've got all the robes I want,' said Ron 'No,' said Harry."
Book_Order_Of_The_Phoenix,Book_Hermione,Gryffindor,"He's one of the Ord-    'Ron, shhl' said Hermione, casting a terrified look around them."
Book_Order_Of_The_Phoenix,Book_Hermione,Gryffindor,"    'Well, maybe they didn't expect him to get caught,' said Hermione."
Book_Order_Of_The_Phoenix,Book_Ron,Gryffindor,"  'I mean, we can do it tonight,' said Ron, as he and Harry walked down the sloping lawns towards the Quidditch pitch, their broomsticks over their shoulders, and with Hermione's dire warnings that they would fail all their OWLs still ringing in their ears."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"    'Yeah, I do,' said Harry."
Book_Order_Of_The_Phoenix,Book_Ron,Gryffindor,"    'Yeah, that's right,' said Ron, in a heartened tone."
Book_Order_Of_The_Phoenix,Book_Ron,Gryffindor,"  Yeah,' said Ron, who had become quieter and quieter all the way down to the pitch."
Book_Order_Of_The_Phoenix,Book_Ron,Gryffindor,"  'Shut up,' said Ron, stony-faced, pulling on his own team robes for the first time."
Book_Order_Of_The_Phoenix,Book_Angelina,Gryffindor,"  'OK, everyone,' said Angelina, entering from the Captain's office, already changed."
Book_Order_Of_The_Phoenix,Book_Angelina,Gryffindor,"    'Exactly the attitude I want, Harry' said Angelina approvingly soaring around them with the Quaffle under her arm and slowing to hover on the spot in front of her airborne team."
Book_Order_Of_The_Phoenix,Book_Angelina,Gryffindor,"  'Pass it on, Ron,' called Angelina, as though nothing had happened."
Book_Order_Of_The_Phoenix,Book_Angelina,Gryffindor,"  'Come on now, Ron,' said Angelina crossly, as he dived for the ground again, chasing the Quaffle."
Book_Order_Of_The_Phoenix,Book_Angelina,Gryffindor,"    'All right,' called Angelina, 'Fred, George, go and get your bats and a Bludger."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"  'He's just nervous,' said Harry, 'he was fine when I was practising with him this morning.'"
Book_Order_Of_The_Phoenix,Book_Fred,Gryffindor,"    'Yeah, well, I hope he hasn't peaked too soon,' said Fred gloomily."
Book_Order_Of_The_Phoenix,Book_Angelina,Gryffindor,"  'Well, let's try again,' said Angelina."
Book_Order_Of_The_Phoenix,Book_Angelina,Gryffindor,"  'She needs the hospital wing,' said Angelina."
Book_Order_Of_The_Phoenix,Book_Fred,Gryffindor,"  'We'll take her,' said Fred."
Book_Order_Of_The_Phoenix,Book_Angelina,Gryffindor,"'She - er - might have swallowed a Blood Blisterpod by mistake - '    'Well, there's no point continuing with no Beaters and a Chaser gone,' said Angelina glumly as Fred and George zoomed off towards the castle supporting Katie between them."
Book_Order_Of_The_Phoenix,Book_Ron,Gryffindor,"  'Completely lousy,' said Ron in a hollow voice, sinking into a chair beside Hermione."
Book_Order_Of_The_Phoenix,Book_Hermione,Gryffindor,"  'No one,' said Hermione, looking taken aback, 'I thought - '    'You thought I was bound to be rubbish?'"
Book_Order_Of_The_Phoenix,Book_Ron,Gryffindor,"Look, you said it was lousy so I just - '    'I'm going to get started on some homework,' said Ron angrily and stomped off to the staircase to the boys' dormitories and vanished from sight."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"    No,' said Harry loyally."
Book_Order_Of_The_Phoenix,Book_Ron,Gryffindor,"  'Yeah,' said Ron, rubbing slightly bloodshot eyes and throwing his fifth spoiled bit of parchment into the fire beside them."
Book_Order_Of_The_Phoenix,Book_Ron,Gryffindor,"    'No,' said Ron shortly."
Book_Order_Of_The_Phoenix,Book_Ron,Gryffindor,"    Thanks,' snarled Ron, scratching out the offending sentences."
Book_Order_Of_The_Phoenix,Book_Ron,Gryffindor,"That's definitely Percy's handwriting,' said Ron, sinking back into his chair and staring at the words on the outside of the scroll: Ronald Weasley, Gryffindor House, Hogwarts."
Book_Order_Of_The_Phoenix,Book_Ron,Gryffindor,"    'Give it back,' said Ron, holding out his hand."
Book_Order_Of_The_Phoenix,Book_Ron,Gryffindor,"Ah, Hermione, you're a life-saver,' said Ron, 'what can I - ?'"
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"  'Thanks a million, Hermione,' said Harry weakly, passing over his essay and sinking back into his armchair, rubbing his eyes."
Book_Order_Of_The_Phoenix,Book_Ron,Gryffindor,"    'Hermione, you are honestly the most wonderful person I've ever met,' said Ron weakly, 'and if I'm ever rude to you again - '    - I'll know you're back to normal,' said Hermione."
Book_Order_Of_The_Phoenix,Book_Hermione,Gryffindor,"    'Hermione, you are honestly the most wonderful person I've ever met,' said Ron weakly, 'and if I'm ever rude to you again - '    - I'll know you're back to normal,' said Hermione."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"    'Because I've just seen Sirius's head in the fire,' said Harry."
Book_Order_Of_The_Phoenix,Book_Sirius,Gryffindor,"  'You sound like Molly,' said Sirius."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"  'I forgot,' said Harry, which was perfectly true; his meeting with Cho in the Owlery had driven everything before it out of his mind."
Book_Order_Of_The_Phoenix,Book_Sirius,Gryffindor,"    'No, it was very good,' said Sirius, smiling."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"    'Yeah, and Dumbledore said it happened whenever Voldemort was feeling a powerful emotion,' said Harry, ignoring, as usual, Ron and Hermione's winces."
Book_Order_Of_The_Phoenix,Book_Sirius,Gryffindor,"    'Well, now he's back it's bound to hurt more often,' said Sirius."
Book_Order_Of_The_Phoenix,Book_Sirius,Gryffindor,"  'I doubt it,' said Sirius."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"'I know her by reputation and I'm sure she's no Death Eater - '    'She's foul enough to be one,' said Harry darkly, and Ron and Hermione nodded vigorously in agreement."
Book_Order_Of_The_Phoenix,Book_Sirius,Gryffindor,"  'Yes, but the world isn't split into good people and Death Eaters,' said Sirius with a wry smile."
Book_Order_Of_The_Phoenix,Book_Sirius,Gryffindor,"  'No,' said Sirius, 'but she drafted a bit of anti-werewolf legislation two years ago thai makes it almost impossible for him to get a job.'"
Book_Order_Of_The_Phoenix,Book_Sirius,Gryffindor,"  'Scared of them, I expect,' said Sirius, smiling at her indignation."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"    'No,' said Harry, ignoring Hermione's affronted look at being cut off in her defence of Kreacher."
Book_Order_Of_The_Phoenix,Book_Ron,Gryffindor,"    'All we do is read the stupid textbook,' said Ron."
Book_Order_Of_The_Phoenix,Book_Sirius,Gryffindor,"  'Ah, well, that figures,' said Sirius."
Book_Order_Of_The_Phoenix,Book_Sirius,Gryffindor,"    That's exactly what he thinks you're doing,' said Sirius, 'or, rather, that's exactly what he's afraid Dumbledore's doing - forming his own private army, with which he will be able to take on the Ministry of Magic.'"
Book_Order_Of_The_Phoenix,Book_Sirius,Gryffindor,"  'Yep,' said Sirius."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,    This reminded Harry of Percy's letter.
Book_Order_Of_The_Phoenix,Book_Sirius,Gryffindor,"Ron's brother Percy reckons there will be - '    'I don't know,' said Sirius, 'I haven't seer, anyone from the Order all weekend, they're all busy."
Book_Order_Of_The_Phoenix,Book_Sirius,Gryffindor,"said Sirius, 'well, he was supposed to be back by now, no one's sure what's happened to him.'"
Book_Order_Of_The_Phoenix,Book_Sirius,Gryffindor,"  'Listen, don't go asking too many questions about Hagrid,' said Sirius hastily, 'it'll just draw even more attention to the fact that he's not back and I know Dumbledore doesn't want that."
Book_Order_Of_The_Phoenix,Book_Sirius,Gryffindor,"  'Oh, that,' said Sirius, grinning, 'they're always guessing where I am, they haven't really got a clue - '    'Yeah, but we think this time they have,' said Harry."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"  'Oh, that,' said Sirius, grinning, 'they're always guessing where I am, they haven't really got a clue - '    'Yeah, but we think this time they have,' said Harry."
Book_Order_Of_The_Phoenix,Book_Sirius,Gryffindor,"If Malfoy recognises you again - '    'All right, all right, I've got the point,' said Sirius."
Book_Order_Of_The_Phoenix,Book_Sirius,Gryffindor,"    'Look - '    'Well, I'd better get going, I can hear Kreacher coming down the stairs,' said Sirius, but Harry was sure he was lying."
Book_Order_Of_The_Phoenix,Book_Junior,Slytherin,"  ' ""The Minister has been growing uneasy about goings-on at Hogwarts for some time,"" said Junior Assistant to the Minister, Percy Weasley."
Book_Order_Of_The_Phoenix,Book_Weasley,Gryffindor,"  ' ""That's how Dolores Umbridge came to be appointed to the teaching staff at Hogwarts,"" said Weasley last night."
Book_Order_Of_The_Phoenix,Book_Hermione,Gryffindor,"  'Wait, there's more,' said Hermione grimly.'"
Book_Order_Of_The_Phoenix,Book_Weasley,Gryffindor,"  ' ""This is an exciting new phase in the Minister's plan to get to grips with what some are calling the falling standards at Hogwarts,"" said Weasley."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"    'I know it is,' said Harry."
Book_Order_Of_The_Phoenix,Book_Ron,Gryffindor,"  'Oh, I can't wait to see McGonagall inspected,' said Ron happily."
Book_Order_Of_The_Phoenix,Book_Hermione,Gryffindor,"    'Well, come on,' said Hermione, jumping up, 'we'd better get going, if she's inspecting Binns's class we don't want to be late ."
Book_Order_Of_The_Phoenix,Book_Snape,Slytherin,"  'I have awarded you the grades you would have received if you presented this work in your OWL,' said Snape with a smirk, as he swept among them, passing back their homework."
Book_Order_Of_The_Phoenix,Book_Ron,Gryffindor,"  'Obviously, I'd have been thrilled if I'd got an ""O"" - '    'Hermione,' said Ron sharply, 'if you want to know what grades we got, ask.'"
Book_Order_Of_The_Phoenix,Book_Ron,Gryffindor,"    'I don't - I didn't mean - well, if you want to tell me - '    'I got a ""P"",' said Ron, ladling soup into his bowl."
Book_Order_Of_The_Phoenix,Book_Fred,Gryffindor,"    'Well, that's nothing to be ashamed of,' said Fred, who had just arrived at the table with George and Lee Jordan and was sitting down on Harry's right."
Book_Order_Of_The_Phoenix,Book_Hermione,Gryffindor,"    'But,' said Hermione, 'doesn't ""P"" stand for ."
Book_Order_Of_The_Phoenix,Book_Lee,Gryffindor,"    '""Poor"", yeah,' said Lee Jordan."
Book_Order_Of_The_Phoenix,Book_Fred,Gryffindor,"    'Yep,' said Fred, dunking an entire roll in his soup, transferring it to his mouth and swallowing it whole."
Book_Order_Of_The_Phoenix,Book_George,Gryffindor,"    '""Troll"",' said George promptly."
Book_Order_Of_The_Phoenix,Book_Hermione,Gryffindor,"  'No,' said Hermione at once."
Book_Order_Of_The_Phoenix,Book_George,Gryffindor,"    'Just now, before lunch,' said George."
Book_Order_Of_The_Phoenix,Book_George,Gryffindor,"    'I can't see old Flitwick getting marked down,' said George, 'he usually gets everyone through their exams all right.'"
Book_Order_Of_The_Phoenix,Book_George,Gryffindor,"    'Well, be a good boy and keep your temper with Umbridge today,' said George."
Book_Order_Of_The_Phoenix,Book_Professor,#N/A,"  'Good afternoon, Professor Trelawney,' said Professor Umbridge with her wide smile."
Book_Order_Of_The_Phoenix,Book_Ron,Gryffindor,"  Think of a dream, quick,' he told Ron, 'in case the old toad comes our way.'"
Book_Order_Of_The_Phoenix,Book_Umbridge,Hufflepuff,"  'Now,' said Umbridge, looking up at Trelawney, 'you've been in this post how long, exactly?'"
Book_Order_Of_The_Phoenix,Book_Professor,#N/A,"    'Quite a period,' said Professor Umbridge, making a note on her clipboard."
Book_Order_Of_The_Phoenix,Book_Professor,#N/A,"    That's right,' said Professor Trelawney shortly."
Book_Order_Of_The_Phoenix,Book_Professor,#N/A,"    'Yes,' said Professor Trelawney, holding her head a little higher."
Book_Order_Of_The_Phoenix,Book_Professor,#N/A,"    These things often skip - er - three generations,' said Professor Trelawney."
Book_Order_Of_The_Phoenix,Book_Professor,#N/A,"  'I'd like you to make a prediction for me,' said Professor Umbridge very clearly."
Book_Order_Of_The_Phoenix,Book_Professor,#N/A,"  'I see,' said Professor Umbridge softly, making yet another note on her clipboard."
Book_Order_Of_The_Phoenix,Book_Hermione,Gryffindor,"    'I've already read Chapter Two,' said Hermione."
Book_Order_Of_The_Phoenix,Book_Hermione,Gryffindor,"    'He says that counter-jinxes are improperly named,' said Hermione promptly."
Book_Order_Of_The_Phoenix,Book_Hermione,Gryffindor,"  'Yes, I do,' said Hermione, who, unlike Umbridge, was not whispering, but speaking in a clear, carrying voice that had by now attracted the attention of the rest of the class."
Book_Order_Of_The_Phoenix,Book_Professor,#N/A,"  That is enough,' said Professor Umbridge."
Book_Order_Of_The_Phoenix,Book_Professor,#N/A,"  'For disrupting my class with pointless interruptions,' said Professor Umbridge smoothly."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"Your previous teachers in this subject may have allowed you more licence, but as none of them - with the possible exception of Professor Quirrell, who did at least appear to have restricted himself to age-appropriate subjects - would have passed a Ministry inspection - '    'Yeah, Quirrell was a great teacher,' said Harry loudly, 'there was just that minor drawback of him having Lord Voldemort sticking out of the back of his head.'"
Book_Order_Of_The_Phoenix,Book_Umbridge,Hufflepuff,"Then -    'I think another week's detentions would do you some good, Mr Potter,' said Umbridge sleekly.*The cut on the back of Harry's hand had barely healed and, by the following morning, it was bleeding again."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"    'From Professor Umbridge,' muttered Harry, not meeting Professor McGonagall's beady, square-framed eyes."
Book_Order_Of_The_Phoenix,Book_Ron,Gryffindor,"    'I know, mate,' said Ron sympathetically, tipping bacon on to Harry's plate, 'she's bang out of order.'"
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,said Harry angrily to the picture of Cornelius Fudge obscuring Hermione's face.
Book_Order_Of_The_Phoenix,Book_Ron,Gryffindor,"  'Excellent,' whispered Ron, as they sat down in their usual seats."
Book_Order_Of_The_Phoenix,Book_Professor,#N/A,"'Mr Finnigan, kindly come here and hand back the homework - Miss Brown, please take this box of mice - don't be silly, girl, they won't hurt you - and hand one to each student - '    'Hem, hem,' said Professor Umbridge, employing the same silly little cough she had used to interrupt Dumbledore on the first night of term."
Book_Order_Of_The_Phoenix,Book_Professor,#N/A,"Today, we shall be - '    'Hem, hem,' said Professor Umbridge."
Book_Order_Of_The_Phoenix,Book_Professor,#N/A,"  'I was just wondering, Professor, whether you received my note telling you of the date and time of your inspec - '    'Obviously I received it, or I would have asked you what you are doing in my classroom,' said Professor McGonagall, turning her back firmly on Professor Umbridge."
Book_Order_Of_The_Phoenix,Book_Professor,#N/A,"    'I wonder,' said Professor McGonagall in cold fury, turning on Professor Umbridge, 'how you expect to gain an idea of my usual teaching methods if you continue to interrupt me?"
Book_Order_Of_The_Phoenix,Book_Ron,Gryffindor,"  'Well, it's a start,' said Ron, holding up a long wriggling mouse-tail and dropping it back into the box Lavender was passing around."
Book_Order_Of_The_Phoenix,Book_Professor,#N/A,"  Thirty-nine years this December,' said Professor McGonagall brusquely, snapping her bag shut."
Book_Order_Of_The_Phoenix,Book_Professor,#N/A,"  'I can hardly wait,' said Professor McGonagall, in a coldly indifferent voice, and she strode off towards the door."
Book_Order_Of_The_Phoenix,Book_Professor,#N/A,"  'Quite correct,' said Professor Grubbly-Plank, hands behind her back and bouncing on the balls of her feet."
Book_Order_Of_The_Phoenix,Book_Professor,#N/A,"  'Hmm,' said Professor Umbridge, dropping her voice, though Harry could still hear her quite clearly."
Book_Order_Of_The_Phoenix,Book_Professor,#N/A,"  ' 'Fraid I can't,' said Professor Grubbly-Plank breezily."
Book_Order_Of_The_Phoenix,Book_Professor,#N/A,"    'Yes, please do,' said Professor Umbridge, scribbling on her clipboard."
Book_Order_Of_The_Phoenix,Book_Professor,#N/A,"  'Overall,' said Professor Umbridge, returning to Professor Grubbly-Plank's side after a lengthy interrogation of Dean Thomas, 'how do you, as a temporary member of staff- an objective outsider,    I suppose you might say - how do you find Hogwarts?"
Book_Order_Of_The_Phoenix,Book_Professor,#N/A,"    'Oh, yes, Dumbledore's excellent,' said Professor Grubbly-Plank heartily."
Book_Order_Of_The_Phoenix,Book_Professor,#N/A,"    'Oh, I'll take them through the creatures that most often come up in OWL,' said Professor Grubbly-Plank."
Book_Order_Of_The_Phoenix,Book_Professor,#N/A,"    'Well, you seem to know what you're doing, at any rate,' said Professor Umbridge, making a very obvious tick on her clipboard."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"  'Only because he was too stupid to listen to what Hagrid told him to do,' said Harry angrily."
Book_Order_Of_The_Phoenix,Book_Professor,#N/A,"    'Jolly good,' said Professor Grubbly-Plank, and Professor Umbridge set off back across the lawn to the castle.*It was nearly midnight when Harry left Umbridge's office that night, his hand now bleeding so severely that it was staining the scarf he had wrapped around it."
Book_Order_Of_The_Phoenix,Book_Ron,Gryffindor,"  'I still reckon you should complain about this,' said Ron in a low voice."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"  'No,' said Harry flatly."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"  'McGonagall would go nuts if she knew - '    'Yeah, she probably would,' said Harry dully."
Book_Order_Of_The_Phoenix,Book_Hermione,Gryffindor,"  'She's an awful woman,' said Hermione in a small voice."
