character,book,text,House
Harry,goblet_of_fire," ""Right,"" said Harry hastily, staring at the contents of the Pensieve again, which were swirling more slowly now that Dumbledore had stopped adding thoughts.",Gryffindor
Harry,goblet_of_fire,"  ""Yes, Professor,"" said Harry, turning to go.",Gryffindor
Harry,goblet_of_fire,"  ""Yes,"" said Harry.",Gryffindor
Harry,goblet_of_fire," ""Yeah,"" said Harry, ""but he's only saying that because Crouch disappeared near the Beauxbatons carriage.""",Gryffindor
Hermione,goblet_of_fire,"""Mind you, she's definitely got giant blood, and she doesn't want to admit it-""  ""Of course she doesn't,"" said Hermione sharply, looking up.",Gryffindor
Ron,goblet_of_fire,"  ""Good training for when we're all Aurors,"" said Ron excitedly, attempting the Impediment Curse on a wasp that had buzzed into the room and making it stop dead in midair.",Gryffindor
Ron,goblet_of_fire,"  ""Come and look at this,"" said Ron, who was standing by the window.",Gryffindor
Harry,goblet_of_fire," ""He looks like he's using a walkie-talkie,"" said Harry curiously.",Gryffindor
Hermione,goblet_of_fire," ""He can't be,"" said Hermione, ""I've told you, those sorts of things don't work around Hogwarts.",Gryffindor
Hermione,goblet_of_fire,"""Nothing,"" said Hermione quickly, trying to shove the paper out of sight, but Ron grabbed it.",Gryffindor
Ron,goblet_of_fire,"  ""No,"" said Ron, and just like Hermione, he attempted to push the paper out of sight.",Gryffindor
Ron,goblet_of_fire," ""No,"" said Ron, in an entirely unconvincing tone.",Gryffindor
Harry,goblet_of_fire,"""There's no way she was there, there's no way she could've heard -""  ""The window was open,"" said Harry.",Gryffindor
Hermione,goblet_of_fire," ""Yes,"" said Hermione breathlessly.",Gryffindor
Ron,goblet_of_fire," ""Dunno,"" said Ron.",Gryffindor
Harry,goblet_of_fire,"  ""Oh yeah,"" said Harry, who had met Sir Cadogan the previous year.",Gryffindor
Harry,goblet_of_fire," ""Yeah, okay,"" said Harry, and they made their way back toward the door into the Great Hall.",Gryffindor
Ron,goblet_of_fire,"okay,"" said Ron.",Gryffindor
Hermione,goblet_of_fire," ""Hello,"" said Hermione, her smile faltering at the cold expression on Mrs. Weasley's face.",Gryffindor
Harry,goblet_of_fire,"  ""I'm okay,"" said Harry.",Gryffindor
Harry,goblet_of_fire,"  ""I don't know,"" said Harry slowly.",Gryffindor
Harry,goblet_of_fire," ""No,"" said Harry.",Gryffindor
Harry,goblet_of_fire," ""'The sound often heard during the search for a hard-to-find word,'"" said Harry.",Gryffindor
Harry,goblet_of_fire," ""Stop being noble,"" said Harry irritably.",Gryffindor
Harry,goblet_of_fire," ""We're still square,"" said Harry, testing his leg gingerly; it shook violently as he put weight on it; he had sprained his ankle when the spider had dropped him.",Gryffindor
Harry,goblet_of_fire,"  ""Yeah,"" said Harry.",Gryffindor
Harry,goblet_of_fire," ""Nope,"" said Harry.",Gryffindor
Harry,goblet_of_fire,"  ""Yeah,"" said Harry, glad that Cedric had made the suggestion rather than him.",Gryffindor
Harry,goblet_of_fire,"  ""I will,"" said Harry, his face screwed up with the effort of holding the wand.",Gryffindor
Harry,goblet_of_fire,"  ""Dumbledore said stay,"" said Harry thickly, the pounding in his scar making him feel as though he was about to throw up; his vision was blurring worse than ever.",Gryffindor
Harry,goblet_of_fire," ""Cup was a Portkey,"" said Harry as they crossed the entrance hall.",Gryffindor
Harry,goblet_of_fire,"  ""He took stuff from his father's grave, and from Wormtail, and me,"" said Harry.",Gryffindor
Harry,goblet_of_fire," ""Blood,"" said Harry, raising his arm.",Gryffindor
Harry,goblet_of_fire,"  ""Yes,"" said Harry.",Gryffindor
Dumbledore,goblet_of_fire,"He should have told Dumbledore, he should have said it straightaway -  ""There's a Death Eater at Hogwarts!",Gryffindor
Dumbledore,goblet_of_fire,"  ""No,"" said Dumbledore sharply.",Gryffindor
Dumbledore,goblet_of_fire," ""Dumbledore, he ought to - look at him - he's been through enough tonight -""  ""He will stay, Minerva, because he needs to understand,"" said Dumbledore curtly.",Gryffindor
Dumbledore,goblet_of_fire,"  ""This is not Alastor Moody,"" said Dumbledore quietly.",Gryffindor
Dumbledore,goblet_of_fire," ""Polyjuice Potion, Harry,"" said Dumbledore.",Gryffindor
Dumbledore,goblet_of_fire,"  ""He is simply Stunned, Winky,"" said Dumbledore.",Gryffindor
Dumbledore,goblet_of_fire," ""I would like you to tell us,"" said Dumbledore softly, ""how you came to be here.",Gryffindor
Dumbledore,goblet_of_fire,"  ""Tell me about the Quidditch World Cup,"" said Dumbledore.",Gryffindor
Dumbledore,goblet_of_fire," ""So you took the wand,"" said Dumbledore, ""and what did you do with it?""",Gryffindor
Dumbledore,goblet_of_fire,"But first -""  ""You needed Alastor Moody,"" said Dumbledore.",Gryffindor
Dumbledore,goblet_of_fire,"  ""But your father escaped,"" said Dumbledore.",Gryffindor
Dumbledore,goblet_of_fire,"  ""They are with Professor Sprout,"" said Dumbledore.",Gryffindor
Harry,goblet_of_fire," ""'Lo, Fawkes,"" said Harry quietly.",Gryffindor
Dumbledore,goblet_of_fire,"Harry,"" said Dumbledore.",Gryffindor
Dumbledore,goblet_of_fire," ""He said my blood would make him stronger than if he'd used someone else's,"" Harry told Dumbledore.",Gryffindor
Dumbledore,goblet_of_fire," ""Exactly,"" said Dumbledore.",Gryffindor
Dumbledore,goblet_of_fire," ""Yes,"" said Dumbledore.",Gryffindor
Dumbledore,goblet_of_fire," ""They will not work properly against each other,"" said Dumbledore.",Gryffindor
Dumbledore,goblet_of_fire," ""Which means,"" said Dumbledore slowly, his eyes upon Harry's face, ""that some form of Cedric must have reappeared.""",Gryffindor
Dumbledore,goblet_of_fire," ""No spell can reawaken the dead,"" said Dumbledore heavily.",Gryffindor
Dumbledore,goblet_of_fire,"  ""An echo,"" said Dumbledore, ""which retained Cedric's appearance and character.",Gryffindor
Harry,goblet_of_fire," ""Yes,"" said Harry.",Gryffindor
Dumbledore,goblet_of_fire," ""The last murders the wand performed,"" said Dumbledore, nodding.",Gryffindor
Dumbledore,goblet_of_fire," ""I will say it again,"" said Dumbledore as the phoenix rose into the air and resettled itself upon the perch beside the door.",Gryffindor
Dumbledore,goblet_of_fire,"  ""This dog will be remaining with Harry for a while,"" said Dumbledore simply.",Gryffindor
Dumbledore,goblet_of_fire," ""I will be back to see you as soon as I have met with Fudge, Harry,"" said Dumbledore.",Gryffindor
Dumbledore,goblet_of_fire,"  ""But he cannot now give testimony, Cornelius,"" said Dumbledore.",Gryffindor
Dumbledore,goblet_of_fire,"  ""As Minerva and Severus have doubtless told you,"" said Dumbledore, ""we heard Barty Crouch confess.",Gryffindor
Dumbledore,goblet_of_fire,"  ""When Harry touched the Triwizard Cup tonight, he was transported straight to Voldemort,""  said Dumbledore steadily.",Gryffindor
Dumbledore,goblet_of_fire," ""Certainly, I believe Harry,"" said Dumbledore.",Gryffindor
Dumbledore,goblet_of_fire,"  ""Listen to me, Cornelius,"" said Dumbledore, taking a step toward Fudge, and once again, he seemed to radiate that indefinable sense of power that Harry had felt after Dumbledore had Stunned young Crouch.",Gryffindor
Dumbledore,goblet_of_fire,"  ""Extend them the hand of friendship, now, before it is too late,"" said Dumbledore, ""or Voldemort will persuade them, as he did before, that he alone among wizards will give them their rights and their freedom!""",Gryffindor
Dumbledore,goblet_of_fire,"""If the magical community got wind that I had approached the giants -people hate them, Dumbledore - end of my career -""  ""You are blinded,"" said Dumbledore, his voice rising now, the aura of power around him palpable, his eyes blazing once more, ""by the love of the office you hold, Cornelius!",Gryffindor
Dumbledore,goblet_of_fire," ""If your determination to shut your eyes will carry you as far as this, Cornelius,"" said Dumbledore, ""we have reached a parting of the ways.",Gryffindor
Dumbledore,goblet_of_fire,"But if you're going to work against me -""  ""The only one against whom I intend to work,"" said Dumbledore, ""is Lord Voldemort.",Gryffindor
Dumbledore,goblet_of_fire,"  ""Then I need to send a message to Arthur,"" said Dumbledore.",Gryffindor
Dumbledore,goblet_of_fire,"  ""Excellent,"" said Dumbledore.",Gryffindor
Dumbledore,goblet_of_fire," ""Minerva,"" said Dumbledore, turning to Professor McGonagall, ""I want to see Hagrid in my office as soon as possible.",Gryffindor
Dumbledore,goblet_of_fire,"  ""He is here at my invitation,"" said Dumbledore, looking between them, ""as are you, Severus.",Gryffindor
Dumbledore,goblet_of_fire," ""I will settle, in the short term,"" said Dumbledore, with a bite of impatience in his voice, ""for a lack of open hostility.",Gryffindor
Dumbledore,goblet_of_fire," ""That will do to be going on with,"" said Dumbledore, stepping between them once more.",Gryffindor
Harry,goblet_of_fire,"  ""But -"" said Harry.",Gryffindor
Sirius,goblet_of_fire,"Harry,"" said Sirius, turning to him.",Gryffindor
Harry,goblet_of_fire,"  ""Yeah,"" said Harry.",Gryffindor
Dumbledore,goblet_of_fire," ""Severus,"" said Dumbledore, turning to Snape, ""you know what I must ask you to do.",Gryffindor
Dumbledore,goblet_of_fire," ""Then good luck,"" said Dumbledore, and he watched, with a trace of apprehension on his face, as Snape swept wordlessly after Sirius.",Gryffindor
Harry,goblet_of_fire,"  ""I don't want that gold,"" said Harry in an expressionless voice.",Gryffindor
Harry,goblet_of_fire," ""I told him to take the cup with me,"" said Harry.",Gryffindor
Ron,goblet_of_fire," ""She said Dumbledore's got his reasons,"" said Ron, shaking his head darkly.",Gryffindor
Harry,goblet_of_fire,"he said gruffly ""Yeah,"" said Harry.",Gryffindor
Dumbledore,goblet_of_fire," ""The end,"" said Dumbledore, looking around at them all, ""of another year.""",Gryffindor
Dumbledore,goblet_of_fire," ""There is much that I would like to say to you all tonight,"" said Dumbledore, ""but I must first acknowledge the loss of a very fine person, who should be sitting here,"" he gestured toward the Hufflepuffs, ""enjoying our feast with us.",Gryffindor
Dumbledore,goblet_of_fire," ""Harry Potter managed to escape Lord Voldemort,"" said Dumbledore.",Gryffindor
Dumbledore,goblet_of_fire," ""Every guest in this Hall,"" said Dumbledore, and his eyes lingered upon the Durmstrang students, ""will be welcomed back here at any time, should they wish to come.",Gryffindor
Ron,goblet_of_fire,"  ""It's very good already,"" said Ron in a strangled sort of voice.",Gryffindor
Ron,goblet_of_fire," Wonder how the Durmstrang students are getting back,"" said Ron.",Gryffindor
Hermione,goblet_of_fire,"all right,"" said Hermione, looking slightly flustered, and following Krum through the crowd and out of sight.",Gryffindor
Harry,goblet_of_fire,"  ""He'll never keep Rita quiet,"" said Harry.",Gryffindor
Hermione,goblet_of_fire,"  ""Oh, Rita hasn't written anything at all since the third task,"" said Hermione in an oddly constrained voice.",Gryffindor
Hermione,goblet_of_fire," ""I found out how she was listening in on private conversations when she wasn't supposed to be coming onto the grounds,"" said Hermione in a rush.",Gryffindor
Hermione,goblet_of_fire,"  ""Bugging,"" said Hermione happily.",Gryffindor
Hermione,goblet_of_fire," ""But you said they didn't work -""  ""Oh not electronic bugs,"" said Hermione.",Gryffindor
Ron,goblet_of_fire,"  ""You're kidding,"" said Ron.",Gryffindor
Hermione,goblet_of_fire,"  ""Oh yes she is,"" said Hermione happily, brandishing the jar at them.",Gryffindor
Hermione,goblet_of_fire," ""No, I'm not,"" said Hermione, beaming.",Gryffindor
Hermione,goblet_of_fire,"  ""Exactly,"" said Hermione.",Gryffindor
Hermione,goblet_of_fire," ""He was talking to her, in his hand,"" said Hermione.",Gryffindor
Hermione,goblet_of_fire," ""I've told her I'll let her out when we get back to London,"" said Hermione.",Gryffindor
Harry,goblet_of_fire,"  ""Get out,"" said Harry.",Gryffindor
Fred,goblet_of_fire," ""Thought we'd see what those three were up to,"" said Fred matter-of-factly, stepping onto Goyle and into the compartment.",Gryffindor
George,goblet_of_fire," ""Interesting effect,"" said George, looking down at Crabbe.",Gryffindor
Harry,goblet_of_fire,"  ""Me,"" said Harry.",Gryffindor
George,goblet_of_fire," ""Odd,"" said George lightly.",Gryffindor
George,goblet_of_fire,"  ""Oh,"" said George darkly.",Gryffindor
Fred,goblet_of_fire,"  ""It doesn't matter,"" said Fred, shaking his head impatiently.",Gryffindor
George,goblet_of_fire,"  ""We've given up,"" said George, shrugging.",Gryffindor
George,goblet_of_fire,"""Are you saying he was involved in -""  ""Nah,"" said George gloomily.",Gryffindor
Harry,goblet_of_fire,"  ""Yeah,"" said Harry and Ron slowly.",Gryffindor
Fred,goblet_of_fire,"  ""So,"" said Fred impatiently, ""it vanished, didn't it?",Gryffindor
Fred,goblet_of_fire,"  ""In the end, he turned pretty nasty,"" said Fred.",Gryffindor
George,goblet_of_fire,"  ""So we asked for our money back,"" said George glowering.",Gryffindor
Fred,goblet_of_fire," ""Right in one,"" said Fred.",Gryffindor
George,goblet_of_fire," ""Tell me about it,"" said George.",Gryffindor
Fred,goblet_of_fire," ""He put a bet on you, mate,"" said Fred.",Gryffindor
George,goblet_of_fire,"  ""Nope,"" said George, shaking his head.",Gryffindor
George,goblet_of_fire,"  ""You're mental,"" said George, trying to push it back at Harry.",Gryffindor
Harry,goblet_of_fire," ""No, I'm not,"" said Harry.",Gryffindor
Harry,goblet_of_fire," ""Listen,"" said Harry firmly.",Gryffindor
George,goblet_of_fire,"  ""Harry,"" said George weakly, weighing the money bag in his hands, ""there's got to be a thousand Galleons in here.""",Gryffindor
Harry,goblet_of_fire,"  ""Yeah,"" said Harry, grinning.",Gryffindor
Ron,goblet_of_fire,"Harry,"" said Ron, clapping him on the back.",Gryffindor
Harry,half_blood_prince,"Before the Prime Minister could ask why he was dripping all over the Axminster, Fudge had started ranting about a prison the Prime Minister had never heard of, a man named ""Serious"" Black, something that sounded like ""Hogwarts,"" and a boy called Harry Potter, none of which made the remotest sense to the Prime Minister.""",Gryffindor
Dumbledore,half_blood_prince,"Judging by your look of stunned disbelief, Harry did not warn you that I was coming,"" said Dumbledore pleasantly.",Gryffindor
Dumbledore,half_blood_prince,"It is a long time since my last visit,"" said Dumbledore, peering down his crooked nose at Uncle Vernon.",Gryffindor
Dumbledore,half_blood_prince,"Ah, good evening Harry,"" said Dumbledore, looking up at him through his half-moon glasses with a most satisfied expression.",Gryffindor
Dumbledore,half_blood_prince,"Albus Dumbledore,"" said Dumbledore, when Uncle Vernon failed to effect an introduction.",Gryffindor
Dumbledore,half_blood_prince,"Yes, indeed we are, but there are a few matters we need to discuss first,"" said Dumbledore.",Gryffindor
Dumbledore,half_blood_prince,"Yes,"" said Dumbledore simply, ""I shall.""",Gryffindor
Dumbledore,half_blood_prince,"We may as well be comfortable,"" said Dumbledore pleasantly.",Gryffindor
Dumbledore,half_blood_prince,"""Later, Harry,"" said Dumbledore.",Gryffindor
Dumbledore,half_blood_prince,"Madam Rosmerta’s finest oak-matured mead,"" said Dumbledore, raising his glass to Harry, who caught hold of his own and sipped.",Gryffindor
Dumbledore,half_blood_prince,"Well, Harry,"" said Dumbledore, turning toward him, ""a difficulty has arisen which I hope you will be able to solve for us.",Gryffindor
Dumbledore,half_blood_prince,"""Yes,"" said Dumbledore.",Gryffindor
Harry,half_blood_prince,"You can keep using it as headquarters,"" said Harry.",Gryffindor
Dumbledore,half_blood_prince,"That is generous,"" said Dumbledore.",Gryffindor
Dumbledore,half_blood_prince,"""Well,"" said Dumbledore, ignoring the mutterings of Uncle Vernon, who was now being rapped smartly over the head by the persistent glass of mead, ""Black family tradition decreed that the house was handed down the direct line, to the next male with the name of 'Black.'",Gryffindor
Dumbledore,half_blood_prince,"Quite,"" said Dumbledore.",Gryffindor
Dumbledore,half_blood_prince,"Well, obviously we would prefer that she didn't get it either,"" said Dumbledore calmly.",Gryffindor
Dumbledore,half_blood_prince,"""Fortunately,"" said Dumbledore, ""there is a simple test.""",Gryffindor
Dumbledore,half_blood_prince,"Oh, I'm so sorry,"" said Dumbledore politely, and he raised his wand again.",Gryffindor
Dumbledore,half_blood_prince,"""K readier belongs to Miss Bellatrix, oh yes, Kreacher belongs to the Blacks, Kreacher wants his new mistress, Kreacher won't go to the Potter brat, Kreacher won't, won't, wont —""""As you can see, Harry,"" said Dumbledore loudly, over Kreacher's continued croaks of ""wont, won't, won't,"" ""Kreacher is showing a certain reluctance to pass into your ownership.""",Gryffindor
Harry,half_blood_prince,"""I don't care,"" said Harry again, looking with disgust at the writhing, stamping house-elf.",Gryffindor
Dumbledore,half_blood_prince,"Give him an order,"" said Dumbledore.",Gryffindor
Dumbledore,half_blood_prince,"Well, that simplifies matters,"" said Dumbledore cheerfully.",Gryffindor
Dumbledore,half_blood_prince,"Not if you don't want to,"" said Dumbledore.",Gryffindor
Harry,half_blood_prince,"""Yeah,"" said Harry in relief, ""yeah, I'll do that.",Gryffindor
Dumbledore,half_blood_prince,"Good,"" said Dumbledore.",Gryffindor
Harry,half_blood_prince,"Hagrid has been looking after him since Sirius died, but Buckbeak is yours now, so if you would prefer to make different arrangements —""""No,"" said Harry at once, ""he can stay with Hagrid.",Gryffindor
Dumbledore,half_blood_prince,"""Hagrid will be delighted,"" said Dumbledore, smiling.",Gryffindor
Harry,half_blood_prince,"I'll just go and — er — finish off,"" said Harry hastily, hurrying to pick up his fallen telescope and trainers.",Gryffindor
Dumbledore,half_blood_prince,"""Good,"" said Dumbledore.",Gryffindor
Dumbledore,half_blood_prince,"said Dumbledore politely.""",Gryffindor
Dumbledore,half_blood_prince,"""Ah,"" said Dumbledore pleasantly, ""but in the Wizarding world, we come of age at seventeen.""",Gryffindor
Dumbledore,half_blood_prince,"time for us to be off,"" said Dumbledore at last, standing up and straightening his long black cloak.",Gryffindor
Harry,half_blood_prince,"Bye,"" said Harry hastily to the Dursleys, and followed Dumbledore, who paused beside Harry's trunk, upon which Hedwig's cage was perched.""",Gryffindor
Dumbledore,half_blood_prince,"""If there is an attack,"" said Dumbledore, ""I give you permission to use any counterjinx or curse that might occur to you.",Gryffindor
Dumbledore,half_blood_prince,"""You are with me,"" said Dumbledore simply.",Gryffindor
Harry,half_blood_prince,"No,"" said Harry.",Gryffindor
Dumbledore,half_blood_prince,"""You do,"" said Dumbledore.",Gryffindor
Dumbledore,half_blood_prince,"Very good,"" said Dumbledore.",Gryffindor
Harry,half_blood_prince,"""I'm fine,"" said Harry, rubbing his ears, which felt as though they had left Privet Drive rather reluctantly.",Gryffindor
Dumbledore,half_blood_prince,"So tell me, Harry,"" said Dumbledore.",Gryffindor
Dumbledore,half_blood_prince,"I, on the other hand, thought otherwise,"" said Dumbledore.",Gryffindor
Harry,half_blood_prince,"""Well, I'm not complaining,"" said Harry, who missed neither the disturbing dreams nor the startling flashes of insight into Voldemort's mind.",Gryffindor
Dumbledore,half_blood_prince,"""Ah yes, of course, I haven't told you,"" said Dumbledore.",Gryffindor
Dumbledore,half_blood_prince,"|""Oh, I think we'll find a use for you,"" said Dumbledore vaguely.",Gryffindor
Dumbledore,half_blood_prince,"""Because it would be quite as rude as kicking down the front door,"" said Dumbledore.",Gryffindor
Harry,half_blood_prince,"At Hogwarts, for instance —""""— you can't Apparate anywhere inside the buildings or grounds,"" said Harry quickly.",Gryffindor
Dumbledore,half_blood_prince,"""Correct,"" said Dumbledore, now turning up a steep side street.",Gryffindor
Dumbledore,half_blood_prince,"An interesting question,"" said Dumbledore.",Gryffindor
Dumbledore,half_blood_prince,"""Yes,"" said Dumbledore quietly.",Gryffindor
Dumbledore,half_blood_prince,"""I have no time to explain now,"" said Dumbledore.",Gryffindor
Dumbledore,half_blood_prince,"""Yes, I received one myself,"" said Dumbledore, still smiling.",Gryffindor
Harry,half_blood_prince,"right,"" said Harry.",Gryffindor
Dumbledore,half_blood_prince,"""They are corpses,"" said Dumbledore calmly.",Gryffindor
Dumbledore,half_blood_prince,"I don't think so,"" said Dumbledore quietly, peering behind an overstuffed armchair lying on its side.""",Gryffindor
Dumbledore,half_blood_prince,"""Good evening, Horace,"" said Dumbledore, straightening up again.Harry’s jaw dropped.",Gryffindor
Dumbledore,half_blood_prince,"My dear Horace,"" said Dumbledore, looking amused, ""if the Death Eaters really had come to call, the Dark Mark would have been set over the house.""",Gryffindor
Dumbledore,half_blood_prince,"""This,"" said Dumbledore, moving forward to make the introduction, ""is Harry Potter.",Gryffindor
Dumbledore,half_blood_prince,"""And yet you must have moved fairly quickly to prepare such a welcome for us at such short notice,"" said Dumbledore.",Gryffindor
Dumbledore,half_blood_prince,"You're not yet as old as I am, Horace,"" said Dumbledore.""",Gryffindor
Dumbledore,half_blood_prince,"""You're quite right,"" said Dumbledore serenely, shaking back his sleeve to reveal the tips of those burned and blackened ringers; the sight of them made the back of Harry's neck prickle unpleasantly.",Gryffindor
Dumbledore,half_blood_prince,"I imagine that they would want you to turn your considerable talents to coercion, torture, and murder,"" said Dumbledore.",Gryffindor
Dumbledore,half_blood_prince,"""Ingenious,"" said Dumbledore.",Gryffindor
Dumbledore,half_blood_prince,"If that's how you treat teachers these days —""""Professor Umbridge ran afoul of our centaur herd,"" said Dumbledore.",Gryffindor
Dumbledore,half_blood_prince,"No, I was wondering whether I might use your bathroom,"" said Dumbledore.""",Gryffindor
Harry,half_blood_prince,"""Yeah, I've been told,"" said Harry.""",Gryffindor
Harry,half_blood_prince,"""One of my best friends is Muggle-born,"" said Harry, ""and she's the best in our year.""",Gryffindor
Harry,half_blood_prince,"Not really,"" said Harry coldly.",Gryffindor
Harry,half_blood_prince,"And while I'm sure they're very admirable and brave and all the rest of it, I don't personally fancy the mortality rate —-""""You don't have to join the Order to teach at Hogwarts,"" said Harry, who could not quite keep a note of derision out of his voice: It was hard to sympathize with Slughorn's cosseted existence when he remembered Sirius, crouching in a cave and living on rats.",Gryffindor
Dumbledore,half_blood_prince,"""No, I was merely reading the Muggle magazines,"" said Dumbledore.",Gryffindor
Dumbledore,half_blood_prince,"Well, I'm sorry you don't want the job, Horace,"" said Dumbledore, raising his uninjured hand in a farewell salute.",Gryffindor
Harry,half_blood_prince,"""Bye,"" said Harry.",Gryffindor
Dumbledore,half_blood_prince,"""Wonderful,"" said Dumbledore, beaming.",Gryffindor
Dumbledore,half_blood_prince,"Well done, Harry,"" said Dumbledore.""",Gryffindor
Harry,half_blood_prince,"I didn't do anything,"" said Harry in surprise.""",Gryffindor
Dumbledore,half_blood_prince,"Horace,"" said Dumbledore, relieving Harry of the responsibility to say any of this, ""likes his comfort.",Gryffindor
Dumbledore,half_blood_prince,"If you don't mind, Harry,"" said Dumbledore, as they passed through the gate, ""I'd like a few words with you before we part.",Gryffindor
Dumbledore,half_blood_prince,"It was cruel,"" said Dumbledore softly, ""that you and Sirius had such a short time together.",Gryffindor
Dumbledore,half_blood_prince,"Sirius represented much to you that you had never known before,"" said Dumbledore gently.",Gryffindor
Harry,half_blood_prince,"interrupted Harry, his voice growing stronger, ""I realized I can’t shut myself away or — or crack up.",Gryffindor
Harry,half_blood_prince,"""Yes,"" said Harry, and his heart beat a little faster.""",Gryffindor
Harry,half_blood_prince,"""Yes,"" said Harry again.",Gryffindor
Dumbledore,half_blood_prince,"""And now everyone knows that I'm the one —""No, they do not,"" interrupted Dumbledore.",Gryffindor
Harry,half_blood_prince,"""No,"" said Harry.""",Gryffindor
Dumbledore,half_blood_prince,"A wise decision, on the whole,"" said Dumbledore.",Gryffindor
Sirius,half_blood_prince,"As you so rightly said, Sirius would not have wanted you to shut yourself away.""",Gryffindor
Harry,half_blood_prince,"said Harry, surprised out of his preoccupied silence.""",Gryffindor
Dumbledore,half_blood_prince,"""Oh, a little of this, a little of that,"" said Dumbledore airily.",Gryffindor
Harry,half_blood_prince,"""Good,"" said Harry in relief, ""because they were a —""He stopped, careful not to say what he really thought.""",Gryffindor
Dumbledore,half_blood_prince,"I think the word 'fiasco' would be a good one here,"" said Dumbledore, nodding.",Gryffindor
Dumbledore,half_blood_prince,"""Don't count your owls before they are delivered,"" said Dumbledore gravely.",Gryffindor
Harry,half_blood_prince,"""I understand,"" said Harry quickly.""",Gryffindor
Dumbledore,half_blood_prince,"Very well, then,"" said Dumbledore, pushing open the broom shed door and stepping out into the yard.",Gryffindor
Dumbledore,half_blood_prince,"""We were lucky,"" said Dumbledore, ushering Harry over the threshold.",Gryffindor
Dumbledore,half_blood_prince,"""Thanks for the tea and sympathy, Molly""""Please don't leave on my account,"" said Dumbledore courteously, ""I cannot stay, I have urgent matters to discuss with Rufus Scrimgeour.""",Gryffindor
Dumbledore,half_blood_prince,"Well, I shall see you at Hogwarts, Harry,"" said Dumbledore.",Gryffindor
Harry,half_blood_prince,"""Yeah, I am,"" said Harry, suddenly realizing just how hungry he was,""Sit down, dear, I'll knock something up.""",Gryffindor
Harry,half_blood_prince,"""'Night, Mr. Weasley,"" said Harry, pushing back his chair.",Gryffindor
Harry,half_blood_prince,"""Never been better,"" said Harry, rubbing the top of his head and slumping back onto his pillows.",Gryffindor
Ron,half_blood_prince,"""Not bad,"" said Ron, pulling over a cardboard box and sitting on it.",Gryffindor
Harry,half_blood_prince,"""Same as usual,"" said Harry, as Hermione perched herself on the edge of his bed, ""they didn't talk to me much, but I like it better that way.",Gryffindor
Hermione,half_blood_prince,"""Oh, I'm fine,"" said Hermione, who was scrutinizing Harry as though he was sickening for something.",Gryffindor
Ron,half_blood_prince,"""Don't worry about that, Mum's bringing you up a tray; she reckons you look underfed,"" said Ron, rolling his eyes.",Gryffindor
Ron,half_blood_prince,"""Oh,"" said Ron, looking disappointed.",Gryffindor
Harry,half_blood_prince,"said Harry, amused.""",Gryffindor
Harry,half_blood_prince,"""He looks a bit like a walrus, and he used to be Head of Slytherin,"" said Harry.",Gryffindor
Harry,half_blood_prince,"""Dunno,"" said Harry.",Gryffindor
Ginny,half_blood_prince,"It's her,"" said Ginny, plonking herself down on Harry's bed.",Gryffindor
Hermione,half_blood_prince,"""I know,"" said Hermione, dropping her voice.",Gryffindor
Harry,half_blood_prince,"""Oh,"" said Harry blankly.",Gryffindor
Ginny,half_blood_prince,"""Mum hates her,"" said Ginny quietly.""",Gryffindor
Ron,half_blood_prince,"""They've known each other a year,"" said Ron, who looked oddly groggy and was staring at the closed door.""",Gryffindor
Ginny,half_blood_prince,"It was the same last time he was powerful, people eloping left, right, and center ?quot;""Including you and Dad,"" said Ginny slyly.""",Gryffindor
Ginny,half_blood_prince,"He's a hardworking, down-to-earth sort of person, whereas she's ?quot;""A cow,"" said Ginny, nodding.",Gryffindor
Ron,half_blood_prince,"Well, you do,"" said Ron, ""but if she jumps out at you unexpectedly, like then ...""",Gryffindor
Hermione,half_blood_prince,"""It's pathetic,"" said Hermione furiously, striding away from Ron as far as she could go and turning to face him with her arms folded once she had reached the wall.""",Gryffindor
Ron,half_blood_prince,"""Yeah, that'll work,"" said Ron sarcastically.",Gryffindor
Ginny,half_blood_prince,"said Ginny.""",Gryffindor
Hermione,half_blood_prince,"said Hermione from the corner.""",Gryffindor
Harry,half_blood_prince,"Fleur's not stupid, she was good enough to enter the Triwizard Tournament,"" said Harry.""",Gryffindor
Hermione,half_blood_prince,"said Hermione bitterly.""",Gryffindor
Harry,half_blood_prince,"No,"" said Harry, wishing he hadn't spoken, ""I was just saying, Phlegm ?",Gryffindor
Ginny,half_blood_prince,"I mean, Fleur ?quot;""I'd much rather have Tonks in the family,"" said Ginny.",Gryffindor
Ron,half_blood_prince,"""She hasn't been much of a laugh lately,"" said Ron.",Gryffindor
Hermione,half_blood_prince,"""Sirius was in Azkaban half her life and before that their families never met ?quot;""That's not the point,"" said Hermione.",Gryffindor
Ron,half_blood_prince,"""That's stupid,"" said Ron.""",Gryffindor
Hermione,half_blood_prince,"It's survivor's guilt,"" said Hermione.",Gryffindor
Hermione,half_blood_prince,"""She can't change her appearance like she used to,"" explained Hermione.",Gryffindor
Harry,half_blood_prince,"""I didn't know that could happen,"" said Harry.""",Gryffindor
Hermione,half_blood_prince,"Nor did I,"" said Hermione, ""but I suppose if you're really depressed ...""",Gryffindor
Ginny,half_blood_prince,"said Ginny, outraged.""",Gryffindor
